Dataset,COU,Country,Year,Description,Value,Unit,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality,Standard deviation of ladder by country-year,Standard deviation/Mean of ladder by country-year,"GINI index (World Bank estimate), average 2000-16","gini of household income reported in Gallup, by wp5-year","Most people can be trusted, Gallup","Most people can be trusted, WVS round 1981-1984","Most people can be trusted, WVS round 1989-1993","Most people can be trusted, WVS round 1994-1998","Most people can be trusted, WVS round 1999-2004","Most people can be trusted, WVS round 2005-2009","Most people can be trusted, WVS round 2010-2014",GDP (constant 2010 US$),GINI index (World Bank estimate),"Literacy rate, adult total (% of people ages 15 and above)",Population density (people per sq. km of land area),"Probability of dying at age 5-14 years (per 1,000 children age 5)"
Avg. Work Hours (Annual),FRA,France,2014,Total employment,1518.0,Hours,6.466867924,10.53272915,0.877504528,73.0,0.8034741879999999,-0.122516043,0.6556374429999999,0.8110544679999999,0.215893835,0.26380172399999996,0.759364009,1.317823052,1.853521585,0.286618143,0.320923077,0.432021111,,,,,,0.18764232100000003,,2750680000000.0,32.3,0.0,121.1126749,0.0
Avg. Wages (Annual),FRA,France,2014,In 2018 constant prices at 2018 USD PPPs,43308.84587,USD,6.466867924,10.53272915,0.877504528,73.0,0.8034741879999999,-0.122516043,0.6556374429999999,0.8110544679999999,0.215893835,0.26380172399999996,0.759364009,1.317823052,1.853521585,0.286618143,0.320923077,0.432021111,,,,,,0.18764232100000003,,2750680000000.0,32.3,0.0,121.1126749,0.0
Mortality Causes,FRA,France,2014,All causes of death,544618.0,NBPOPUPC,6.466867924,10.53272915,0.877504528,73.0,0.8034741879999999,-0.122516043,0.6556374429999999,0.8110544679999999,0.215893835,0.26380172399999996,0.759364009,1.317823052,1.853521585,0.286618143,0.320923077,0.432021111,,,,,,0.18764232100000003,,2750680000000.0,32.3,0.0,121.1126749,0.0
Avg. Work Hours (Annual),FRA,France,2016,Total employment,1526.0,Hours,6.475208759,10.54698849,0.884922922,73.40000153,0.786780477,-0.095642865,0.622697055,0.772661328,0.27003625,0.283978164,0.520080805,1.3222753999999999,1.8015296459999999,0.278219551,0.320923077,0.340985149,,,,,,0.18764232100000003,,2813860000000.0,0.0,0.0,122.10558710000001,0.0
Avg. Wages (Annual),FRA,France,2016,In 2018 constant prices at 2018 USD PPPs,44220.25463,USD,6.475208759,10.54698849,0.884922922,73.40000153,0.786780477,-0.095642865,0.622697055,0.772661328,0.27003625,0.283978164,0.520080805,1.3222753999999999,1.8015296459999999,0.278219551,0.320923077,0.340985149,,,,,,0.18764232100000003,,2813860000000.0,0.0,0.0,122.10558710000001,0.0
Avg. Work Hours (Annual),FRA,France,2017,Total employment,1522.0,Hours,6.635222435,10.56115437,0.931494594,73.59999847,0.83389014,-0.127377018,0.601486027,0.762097776,0.241983935,0.37479353,0.67997849,1.301757574,1.631064415,0.24581910699999998,0.320923077,0.37285524600000003,,,,,,0.18764232100000003,,2874670000000.0,0.0,0.0,122.55438970000002,0.8
Avg. Wages (Annual),FRA,France,2017,In 2018 constant prices at 2018 USD PPPs,44469.020580000004,USD,6.635222435,10.56115437,0.931494594,73.59999847,0.83389014,-0.127377018,0.601486027,0.762097776,0.241983935,0.37479353,0.67997849,1.301757574,1.631064415,0.24581910699999998,0.320923077,0.37285524600000003,,,,,,0.18764232100000003,,2874670000000.0,0.0,0.0,122.55438970000002,0.8
Avg. Work Hours (Annual),DEU,Germany,2010,Total employment,1389.9,Hours,6.724531174,10.60729599,0.9393086429999999,70.90000153,0.842656434,0.091027394,0.688005984,0.793705821,0.182344139,0.395424008,1.047308922,1.637933135,1.861712337,0.276853859,0.306222222,0.465919226,,,,0.321322799,,0.343591362,0.447487652,3417090000000.0,30.2,0.0,234.6069082,0.9
Avg. Wages (Annual),DEU,Germany,2010,In 2018 constant prices at 2018 USD PPPs,44451.21699,USD,6.724531174,10.60729599,0.9393086429999999,70.90000153,0.842656434,0.091027394,0.688005984,0.793705821,0.182344139,0.395424008,1.047308922,1.637933135,1.861712337,0.276853859,0.306222222,0.465919226,,,,0.321322799,,0.343591362,0.447487652,3417090000000.0,30.2,0.0,234.6069082,0.9
Mortality Causes,DEU,Germany,2010,All causes of death,858768.0,NBPOPUPC,6.724531174,10.60729599,0.9393086429999999,70.90000153,0.842656434,0.091027394,0.688005984,0.793705821,0.182344139,0.395424008,1.047308922,1.637933135,1.861712337,0.276853859,0.306222222,0.465919226,,,,0.321322799,,0.343591362,0.447487652,3417090000000.0,30.2,0.0,234.6069082,0.9
Avg. Work Hours (Annual),DEU,Germany,2011,Total employment,1392.8,Hours,6.621312141000001,10.6617794,0.947236657,70.98000336,0.906293273,0.028837385,0.677172124,0.7936662440000001,0.165199533,0.42458313700000005,1.095714569,1.617307305,1.850586772,0.279489428,0.306222222,0.434343398,,,,0.321322799,,0.343591362,0.447487652,3542160000000.0,30.5,0.0,230.3046333,0.0
Avg. Wages (Annual),DEU,Germany,2011,In 2018 constant prices at 2018 USD PPPs,45209.41817,USD,6.621312141000001,10.6617794,0.947236657,70.98000336,0.906293273,0.028837385,0.677172124,0.7936662440000001,0.165199533,0.42458313700000005,1.095714569,1.617307305,1.850586772,0.279489428,0.306222222,0.434343398,,,,0.321322799,,0.343591362,0.447487652,3542160000000.0,30.5,0.0,230.3046333,0.0
Mortality Causes,DEU,Germany,2011,All causes of death,852328.0,NBPOPUPC,6.621312141000001,10.6617794,0.947236657,70.98000336,0.906293273,0.028837385,0.677172124,0.7936662440000001,0.165199533,0.42458313700000005,1.095714569,1.617307305,1.850586772,0.279489428,0.306222222,0.434343398,,,,0.321322799,,0.343591362,0.447487652,3542160000000.0,30.5,0.0,230.3046333,0.0
Avg. Work Hours (Annual),DEU,Germany,2012,Total employment,1375.0,Hours,6.7023620610000005,10.66480923,0.926406622,71.05999756,0.9044404629999999,0.066865228,0.67923671,0.803739309,0.169576168,0.5169281960000001,1.084679604,1.656006575,1.830847383,0.273164511,0.306222222,0.405439347,,,,0.321322799,,0.343591362,0.447487652,3559590000000.0,0.0,0.0,230.75062549999998,0.0
Avg. Wages (Annual),DEU,Germany,2012,In 2018 constant prices at 2018 USD PPPs,45725.15818,USD,6.7023620610000005,10.66480923,0.926406622,71.05999756,0.9044404629999999,0.066865228,0.67923671,0.803739309,0.169576168,0.5169281960000001,1.084679604,1.656006575,1.830847383,0.273164511,0.306222222,0.405439347,,,,0.321322799,,0.343591362,0.447487652,3559590000000.0,0.0,0.0,230.75062549999998,0.0
Mortality Causes,DEU,Germany,2012,All causes of death,869582.0,NBPOPUPC,6.7023620610000005,10.66480923,0.926406622,71.05999756,0.9044404629999999,0.066865228,0.67923671,0.803739309,0.169576168,0.5169281960000001,1.084679604,1.656006575,1.830847383,0.273164511,0.306222222,0.405439347,,,,0.321322799,,0.343591362,0.447487652,3559590000000.0,0.0,0.0,230.75062549999998,0.0
Avg. Work Hours (Annual),DEU,Germany,2013,Total employment,1362.7,Hours,6.965125083999999,10.66696453,0.931420565,71.13999939,0.894312978,0.020103833,0.56579423,0.743487358,0.204995915,0.557760656,1.167083979,1.6397185330000001,1.821391582,0.26150164,0.306222222,0.37683653799999994,,,,0.321322799,,0.343591362,0.447487652,3577010000000.0,31.1,0.0,231.15571260000002,0.0
Avg. Wages (Annual),DEU,Germany,2013,In 2018 constant prices at 2018 USD PPPs,46277.16566,USD,6.965125083999999,10.66696453,0.931420565,71.13999939,0.894312978,0.020103833,0.56579423,0.743487358,0.204995915,0.557760656,1.167083979,1.6397185330000001,1.821391582,0.26150164,0.306222222,0.37683653799999994,,,,0.321322799,,0.343591362,0.447487652,3577010000000.0,31.1,0.0,231.15571260000002,0.0
Mortality Causes,DEU,Germany,2013,All causes of death,893825.0,NBPOPUPC,6.965125083999999,10.66696453,0.931420565,71.13999939,0.894312978,0.020103833,0.56579423,0.743487358,0.204995915,0.557760656,1.167083979,1.6397185330000001,1.821391582,0.26150164,0.306222222,0.37683653799999994,,,,0.321322799,,0.343591362,0.447487652,3577010000000.0,31.1,0.0,231.15571260000002,0.0
Avg. Work Hours (Annual),DEU,Germany,2014,Total employment,1366.9,Hours,6.984214306,10.68190861,0.937558949,71.22000122,0.8986834290000001,0.083833963,0.473952919,0.785408497,0.187844872,0.601368845,1.180758357,1.782412052,1.664546013,0.238329738,0.306222222,0.454417616,,,,0.321322799,,0.343591362,0.447487652,3654920000000.0,0.0,0.0,232.1080539,0.0
Avg. Wages (Annual),DEU,Germany,2014,In 2018 constant prices at 2018 USD PPPs,47010.04711,USD,6.984214306,10.68190861,0.937558949,71.22000122,0.8986834290000001,0.083833963,0.473952919,0.785408497,0.187844872,0.601368845,1.180758357,1.782412052,1.664546013,0.238329738,0.306222222,0.454417616,,,,0.321322799,,0.343591362,0.447487652,3654920000000.0,0.0,0.0,232.1080539,0.0
Mortality Causes,DEU,Germany,2014,All causes of death,868356.0,NBPOPUPC,6.984214306,10.68190861,0.937558949,71.22000122,0.8986834290000001,0.083833963,0.473952919,0.785408497,0.187844872,0.601368845,1.180758357,1.782412052,1.664546013,0.238329738,0.306222222,0.454417616,,,,0.321322799,,0.343591362,0.447487652,3654920000000.0,0.0,0.0,232.1080539,0.0
Avg. Work Hours (Annual),DEU,Germany,2016,Total employment,1362.8,Hours,6.873763084,10.70171165,0.906029284,71.59999847,0.8705150490000001,0.144377634,0.445922136,0.7377459409999999,0.187254936,0.5526135560000001,1.022540092,1.754329681,1.775906086,0.258360088,0.306222222,0.354512513,,,,0.321322799,,0.343591362,0.447487652,3801860000000.0,0.0,0.0,235.71292940000004,0.0
Avg. Wages (Annual),DEU,Germany,2016,In 2018 constant prices at 2018 USD PPPs,48709.63953,USD,6.873763084,10.70171165,0.906029284,71.59999847,0.8705150490000001,0.144377634,0.445922136,0.7377459409999999,0.187254936,0.5526135560000001,1.022540092,1.754329681,1.775906086,0.258360088,0.306222222,0.354512513,,,,0.321322799,,0.343591362,0.447487652,3801860000000.0,0.0,0.0,235.71292940000004,0.0
Mortality Causes,DEU,Germany,2016,All causes of death,910899.0,NBPOPUPC,6.873763084,10.70171165,0.906029284,71.59999847,0.8705150490000001,0.144377634,0.445922136,0.7377459409999999,0.187254936,0.5526135560000001,1.022540092,1.754329681,1.775906086,0.258360088,0.306222222,0.354512513,,,,0.321322799,,0.343591362,0.447487652,3801860000000.0,0.0,0.0,235.71292940000004,0.0
Avg. Work Hours (Annual),DEU,Germany,2017,Total employment,1360.4,Hours,7.0743246079999995,10.71949959,0.8921660779999999,71.90000153,0.8407278659999999,0.141375408,0.414021194,0.7365657090000001,0.19643481100000001,0.622935653,0.982752085,1.737967253,1.441730261,0.20379757899999998,0.306222222,0.319597334,,,,0.321322799,,0.343591362,0.447487652,3883870000000.0,0.0,0.0,236.6780026,0.7
Avg. Wages (Annual),DEU,Germany,2017,In 2018 constant prices at 2018 USD PPPs,49161.09391,USD,7.0743246079999995,10.71949959,0.8921660779999999,71.90000153,0.8407278659999999,0.141375408,0.414021194,0.7365657090000001,0.19643481100000001,0.622935653,0.982752085,1.737967253,1.441730261,0.20379757899999998,0.306222222,0.319597334,,,,0.321322799,,0.343591362,0.447487652,3883870000000.0,0.0,0.0,236.6780026,0.7
Avg. Work Hours (Annual),GRC,Greece,2010,Total employment,1932.0,Hours,5.839558601,10.2655611,0.8684224490000001,71.5,0.484110981,-0.304612339,0.954113841,0.633947492,0.291516393,0.236502409,0.385255605,0.44335699100000003,2.2792551519999997,0.39031291,0.346384615,0.323342144,,,,,,,,299362000000.0,34.1,0.0,86.27882855,1.1
Avg. Wages (Annual),GRC,Greece,2010,In 2018 constant prices at 2018 USD PPPs,31510.05117,USD,5.839558601,10.2655611,0.8684224490000001,71.5,0.484110981,-0.304612339,0.954113841,0.633947492,0.291516393,0.236502409,0.385255605,0.44335699100000003,2.2792551519999997,0.39031291,0.346384615,0.323342144,,,,,,,,299362000000.0,34.1,0.0,86.27882855,1.1
Mortality Causes,GRC,Greece,2010,All causes of death,109084.0,NBPOPUPC,5.839558601,10.2655611,0.8684224490000001,71.5,0.484110981,-0.304612339,0.954113841,0.633947492,0.291516393,0.236502409,0.385255605,0.44335699100000003,2.2792551519999997,0.39031291,0.346384615,0.323342144,,,,,,,,299362000000.0,34.1,0.0,86.27882855,1.1
Avg. Work Hours (Annual),GRC,Greece,2011,Total employment,1949.0,Hours,5.372039795,10.17127228,0.85155499,71.55999756,0.5281259420000001,-0.317883313,0.941152513,0.591371894,0.322790802,0.17515121399999997,0.360879898,0.370681077,2.212227583,0.41180402,0.346384615,0.325478792,,,,,,,,272022000000.0,34.8,97.36873627,86.1512723,0.0
Avg. Wages (Annual),GRC,Greece,2011,In 2018 constant prices at 2018 USD PPPs,29445.28719,USD,5.372039795,10.17127228,0.85155499,71.55999756,0.5281259420000001,-0.317883313,0.941152513,0.591371894,0.322790802,0.17515121399999997,0.360879898,0.370681077,2.212227583,0.41180402,0.346384615,0.325478792,,,,,,,,272022000000.0,34.8,97.36873627,86.1512723,0.0
Mortality Causes,GRC,Greece,2011,All causes of death,111099.0,NBPOPUPC,5.372039795,10.17127228,0.85155499,71.55999756,0.5281259420000001,-0.317883313,0.941152513,0.591371894,0.322790802,0.17515121399999997,0.360879898,0.370681077,2.212227583,0.41180402,0.346384615,0.325478792,,,,,,,,272022000000.0,34.8,97.36873627,86.1512723,0.0
Avg. Work Hours (Annual),GRC,Greece,2012,Total employment,1966.0,Hours,5.0963540080000005,10.10087299,0.81214112,71.62000275,0.37261042,-0.306134254,0.958908975,0.580687582,0.35150629299999997,0.126218989,0.241770923,0.271006763,2.490795374,0.48874065299999997,0.346384615,0.344145775,,,,,,,,252163000000.0,36.2,0.0,85.68666408,0.0
Avg. Wages (Annual),GRC,Greece,2012,In 2018 constant prices at 2018 USD PPPs,28108.0392,USD,5.0963540080000005,10.10087299,0.81214112,71.62000275,0.37261042,-0.306134254,0.958908975,0.580687582,0.35150629299999997,0.126218989,0.241770923,0.271006763,2.490795374,0.48874065299999997,0.346384615,0.344145775,,,,,,,,252163000000.0,36.2,0.0,85.68666408,0.0
Mortality Causes,GRC,Greece,2012,All causes of death,116668.0,NBPOPUPC,5.0963540080000005,10.10087299,0.81214112,71.62000275,0.37261042,-0.306134254,0.958908975,0.580687582,0.35150629299999997,0.126218989,0.241770923,0.271006763,2.490795374,0.48874065299999997,0.346384615,0.344145775,,,,,,,,252163000000.0,36.2,0.0,85.68666408,0.0
Avg. Work Hours (Annual),GRC,Greece,2013,Total employment,1970.0,Hours,4.720251083,10.07517338,0.686650038,71.68000031,0.42596653100000004,-0.27318894899999996,0.941309869,0.689162374,0.48218315799999995,0.143608585,0.257947892,0.378082395,2.284193993,0.48391366,0.346384615,0.319987625,,,,,,,,243990000000.0,36.1,0.0,85.06757952,0.0
Avg. Wages (Annual),GRC,Greece,2013,In 2018 constant prices at 2018 USD PPPs,26289.756230000003,USD,4.720251083,10.07517338,0.686650038,71.68000031,0.42596653100000004,-0.27318894899999996,0.941309869,0.689162374,0.48218315799999995,0.143608585,0.257947892,0.378082395,2.284193993,0.48391366,0.346384615,0.319987625,,,,,,,,243990000000.0,36.1,0.0,85.06757952,0.0
Mortality Causes,GRC,Greece,2013,All causes of death,111794.0,NBPOPUPC,4.720251083,10.07517338,0.686650038,71.68000031,0.42596653100000004,-0.27318894899999996,0.941309869,0.689162374,0.48218315799999995,0.143608585,0.257947892,0.378082395,2.284193993,0.48391366,0.346384615,0.319987625,,,,,,,,243990000000.0,36.1,0.0,85.06757952,0.0
Avg. Work Hours (Annual),GRC,Greece,2014,Total employment,1933.0,Hours,4.75623703,10.08920479,0.832333207,71.73999786,0.369156331,-0.28912001800000003,0.9302138090000001,0.6946759220000001,0.385433316,0.18829274199999999,0.23915565,0.24203392899999998,2.412558317,0.507240951,0.346384615,0.314226389,,,,,,,,245795000000.0,35.8,0.0,84.50281614,0.0
Avg. Wages (Annual),GRC,Greece,2014,In 2018 constant prices at 2018 USD PPPs,26803.24237,USD,4.75623703,10.08920479,0.832333207,71.73999786,0.369156331,-0.28912001800000003,0.9302138090000001,0.6946759220000001,0.385433316,0.18829274199999999,0.23915565,0.24203392899999998,2.412558317,0.507240951,0.346384615,0.314226389,,,,,,,,245795000000.0,35.8,0.0,84.50281614,0.0
Mortality Causes,GRC,Greece,2014,All causes of death,113740.0,NBPOPUPC,4.75623703,10.08920479,0.832333207,71.73999786,0.369156331,-0.28912001800000003,0.9302138090000001,0.6946759220000001,0.385433316,0.18829274199999999,0.23915565,0.24203392899999998,2.412558317,0.507240951,0.346384615,0.314226389,,,,,,,,245795000000.0,35.8,0.0,84.50281614,0.0
Avg. Work Hours (Annual),GRC,Greece,2016,Total employment,1942.0,Hours,5.302619457,10.09459305,0.802605867,72.0,0.481616855,-0.26143381,0.898470819,0.700504363,0.33620750899999996,0.13248655199999998,0.27343174800000003,0.097654387,2.317297935,0.43701005,0.346384615,0.317848623,,,,,,,,244251000000.0,0.0,0.0,83.5994647,0.0
Avg. Wages (Annual),GRC,Greece,2016,In 2018 constant prices at 2018 USD PPPs,26506.09185,USD,5.302619457,10.09459305,0.802605867,72.0,0.481616855,-0.26143381,0.898470819,0.700504363,0.33620750899999996,0.13248655199999998,0.27343174800000003,0.097654387,2.317297935,0.43701005,0.346384615,0.317848623,,,,,,,,244251000000.0,0.0,0.0,83.5994647,0.0
Mortality Causes,GRC,Greece,2016,All causes of death,118952.0,NBPOPUPC,5.302619457,10.09459305,0.802605867,72.0,0.481616855,-0.26143381,0.898470819,0.700504363,0.33620750899999996,0.13248655199999998,0.27343174800000003,0.097654387,2.317297935,0.43701005,0.346384615,0.317848623,,,,,,,,244251000000.0,0.0,0.0,83.5994647,0.0
Avg. Work Hours (Annual),GRC,Greece,2017,Total employment,1956.0,Hours,5.14824152,10.10945988,0.7528995279999999,72.19999695,0.43830001399999996,-0.291227311,0.87223947,0.60293901,0.332830757,0.139880896,0.291475028,0.12445531,2.411631107,0.46843782100000003,0.346384615,0.34670594299999996,,,,,,,,247927000000.0,0.0,0.0,83.42537626,1.0
Avg. Wages (Annual),GRC,Greece,2017,In 2018 constant prices at 2018 USD PPPs,26486.310019999997,USD,5.14824152,10.10945988,0.7528995279999999,72.19999695,0.43830001399999996,-0.291227311,0.87223947,0.60293901,0.332830757,0.139880896,0.291475028,0.12445531,2.411631107,0.46843782100000003,0.346384615,0.34670594299999996,,,,,,,,247927000000.0,0.0,0.0,83.42537626,1.0
Avg. Work Hours (Annual),HUN,Hungary,2010,Total employment,1777.0,Hours,4.725132465,10.01700497,0.895693719,65.59999847,0.513835371,-0.15165179999999998,0.98327601,0.6558164360000001,0.234813049,0.251568109,0.789993286,0.707273602,1.9737563130000002,0.41771450600000004,0.29791666699999997,0.322203815,0.133168325,0.331434399,,0.22461538,,0.28884217100000004,,130923000000.0,29.4,0.0,110.46087479999998,1.3
Avg. Wages (Annual),HUN,Hungary,2010,In 2018 constant prices at 2018 USD PPPs,21617.7991,USD,4.725132465,10.01700497,0.895693719,65.59999847,0.513835371,-0.15165179999999998,0.98327601,0.6558164360000001,0.234813049,0.251568109,0.789993286,0.707273602,1.9737563130000002,0.41771450600000004,0.29791666699999997,0.322203815,0.133168325,0.331434399,,0.22461538,,0.28884217100000004,,130923000000.0,29.4,0.0,110.46087479999998,1.3
Mortality Causes,HUN,Hungary,2010,All causes of death,130456.0,NBPOPUPC,4.725132465,10.01700497,0.895693719,65.59999847,0.513835371,-0.15165179999999998,0.98327601,0.6558164360000001,0.234813049,0.251568109,0.789993286,0.707273602,1.9737563130000002,0.41771450600000004,0.29791666699999997,0.322203815,0.133168325,0.331434399,,0.22461538,,0.28884217100000004,,130923000000.0,29.4,0.0,110.46087479999998,1.3
Avg. Work Hours (Annual),HUN,Hungary,2011,Total employment,1769.9,Hours,4.917602539,10.03632164,0.893662214,65.76000214,0.631100118,-0.09554869699999999,0.939908028,0.642114282,0.30451956399999996,0.35979417,0.790113568,0.717952192,2.09452486,0.42592397299999996,0.29791666699999997,0.320391357,,0.331434399,,0.22461538,,0.28884217100000004,,133093000000.0,29.2,0.0,110.14831550000001,0.0
Avg. Wages (Annual),HUN,Hungary,2011,In 2018 constant prices at 2018 USD PPPs,21604.24091,USD,4.917602539,10.03632164,0.893662214,65.76000214,0.631100118,-0.09554869699999999,0.939908028,0.642114282,0.30451956399999996,0.35979417,0.790113568,0.717952192,2.09452486,0.42592397299999996,0.29791666699999997,0.320391357,,0.331434399,,0.22461538,,0.28884217100000004,,133093000000.0,29.2,0.0,110.14831550000001,0.0
Mortality Causes,HUN,Hungary,2011,All causes of death,128795.0,NBPOPUPC,4.917602539,10.03632164,0.893662214,65.76000214,0.631100118,-0.09554869699999999,0.939908028,0.642114282,0.30451956399999996,0.35979417,0.790113568,0.717952192,2.09452486,0.42592397299999996,0.29791666699999997,0.320391357,,0.331434399,,0.22461538,,0.28884217100000004,,133093000000.0,29.2,0.0,110.14831550000001,0.0
Avg. Work Hours (Annual),HUN,Hungary,2012,Total employment,1750.0,Hours,4.683358192,10.02491188,0.906113982,65.91999817,0.56923151,-0.142413616,0.930297315,0.65190798,0.315398008,0.209778264,0.712581217,0.64710778,2.094283819,0.44717565200000003,0.29791666699999997,0.310641199,,0.331434399,,0.22461538,,0.28884217100000004,,130922000000.0,30.8,0.0,109.5809345,0.0
Avg. Wages (Annual),HUN,Hungary,2012,In 2018 constant prices at 2018 USD PPPs,20852.274080000003,USD,4.683358192,10.02491188,0.906113982,65.91999817,0.56923151,-0.142413616,0.930297315,0.65190798,0.315398008,0.209778264,0.712581217,0.64710778,2.094283819,0.44717565200000003,0.29791666699999997,0.310641199,,0.331434399,,0.22461538,,0.28884217100000004,,130922000000.0,30.8,0.0,109.5809345,0.0
Mortality Causes,HUN,Hungary,2012,All causes of death,129440.0,NBPOPUPC,4.683358192,10.02491188,0.906113982,65.91999817,0.56923151,-0.142413616,0.930297315,0.65190798,0.315398008,0.209778264,0.712581217,0.64710778,2.094283819,0.44717565200000003,0.29791666699999997,0.310641199,,0.331434399,,0.22461538,,0.28884217100000004,,130922000000.0,30.8,0.0,109.5809345,0.0
Avg. Work Hours (Annual),HUN,Hungary,2013,Total employment,1744.6,Hours,4.914466858,10.04841042,0.877318323,66.08000183,0.673728287,-0.11943166,0.911533177,0.705703676,0.306724131,0.32789593899999997,0.766919494,0.616362095,2.266593456,0.461208403,0.29791666699999997,0.321232885,,0.331434399,,0.22461538,,0.28884217100000004,,133663000000.0,31.5,0.0,109.2795979,0.0
Avg. Wages (Annual),HUN,Hungary,2013,In 2018 constant prices at 2018 USD PPPs,20893.44423,USD,4.914466858,10.04841042,0.877318323,66.08000183,0.673728287,-0.11943166,0.911533177,0.705703676,0.306724131,0.32789593899999997,0.766919494,0.616362095,2.266593456,0.461208403,0.29791666699999997,0.321232885,,0.331434399,,0.22461538,,0.28884217100000004,,133663000000.0,31.5,0.0,109.2795979,0.0
Mortality Causes,HUN,Hungary,2013,All causes of death,126778.0,NBPOPUPC,4.914466858,10.04841042,0.877318323,66.08000183,0.673728287,-0.11943166,0.911533177,0.705703676,0.306724131,0.32789593899999997,0.766919494,0.616362095,2.266593456,0.461208403,0.29791666699999997,0.321232885,,0.331434399,,0.22461538,,0.28884217100000004,,133663000000.0,31.5,0.0,109.2795979,0.0
Avg. Work Hours (Annual),HUN,Hungary,2014,Total employment,1751.7,Hours,5.18056345,10.09251308,0.844735265,66.23999786,0.494474709,-0.15642684699999998,0.855361402,0.650690138,0.237619638,0.308385164,0.6115855570000001,0.48798129,1.8822979930000001,0.36333847,0.29791666699999997,0.320106834,,0.331434399,,0.22461538,,0.28884217100000004,,139309000000.0,30.9,99.09999847,108.98561799999999,0.0
Avg. Wages (Annual),HUN,Hungary,2014,In 2018 constant prices at 2018 USD PPPs,20707.45771,USD,5.18056345,10.09251308,0.844735265,66.23999786,0.494474709,-0.15642684699999998,0.855361402,0.650690138,0.237619638,0.308385164,0.6115855570000001,0.48798129,1.8822979930000001,0.36333847,0.29791666699999997,0.320106834,,0.331434399,,0.22461538,,0.28884217100000004,,139309000000.0,30.9,99.09999847,108.98561799999999,0.0
Mortality Causes,HUN,Hungary,2014,All causes of death,126308.0,NBPOPUPC,5.18056345,10.09251308,0.844735265,66.23999786,0.494474709,-0.15642684699999998,0.855361402,0.650690138,0.237619638,0.308385164,0.6115855570000001,0.48798129,1.8822979930000001,0.36333847,0.29791666699999997,0.320106834,,0.331434399,,0.22461538,,0.28884217100000004,,139309000000.0,30.9,99.09999847,108.98561799999999,0.0
Avg. Work Hours (Annual),HUN,Hungary,2016,Total employment,1760.0,Hours,5.448901652999999,10.15285015,0.899511576,66.80000305,0.55395174,-0.19341144,0.924185812,0.66591078,0.24332577,0.30377233,0.527955234,0.394931078,1.845377684,0.338669658,0.29791666699999997,0.301498115,,0.331434399,,0.22461538,,0.28884217100000004,,147526000000.0,0.0,0.0,108.40630729999998,0.0
Avg. Wages (Annual),HUN,Hungary,2016,In 2018 constant prices at 2018 USD PPPs,21077.55692,USD,5.448901652999999,10.15285015,0.899511576,66.80000305,0.55395174,-0.19341144,0.924185812,0.66591078,0.24332577,0.30377233,0.527955234,0.394931078,1.845377684,0.338669658,0.29791666699999997,0.301498115,,0.331434399,,0.22461538,,0.28884217100000004,,147526000000.0,0.0,0.0,108.40630729999998,0.0
Mortality Causes,HUN,Hungary,2016,All causes of death,127053.0,NBPOPUPC,5.448901652999999,10.15285015,0.899511576,66.80000305,0.55395174,-0.19341144,0.924185812,0.66591078,0.24332577,0.30377233,0.527955234,0.394931078,1.845377684,0.338669658,0.29791666699999997,0.301498115,,0.331434399,,0.22461538,,0.28884217100000004,,147526000000.0,0.0,0.0,108.40630729999998,0.0
Avg. Work Hours (Annual),HUN,Hungary,2017,Total employment,1741.3,Hours,6.065038681,10.19531918,0.8767475490000001,67.19999695,0.6611659529999999,-0.145813331,0.886361301,0.735184252,0.18092127100000002,0.377770513,0.589618564,0.445649564,1.7924091819999999,0.295531362,0.29791666699999997,0.330753207,,0.331434399,,0.22461538,,0.28884217100000004,,153629000000.0,0.0,0.0,108.1184801,1.0
Avg. Wages (Annual),HUN,Hungary,2017,In 2018 constant prices at 2018 USD PPPs,22492.67745,USD,6.065038681,10.19531918,0.8767475490000001,67.19999695,0.6611659529999999,-0.145813331,0.886361301,0.735184252,0.18092127100000002,0.377770513,0.589618564,0.445649564,1.7924091819999999,0.295531362,0.29791666699999997,0.330753207,,0.331434399,,0.22461538,,0.28884217100000004,,153629000000.0,0.0,0.0,108.1184801,1.0
Mortality Causes,HUN,Hungary,2017,All causes of death,131674.0,NBPOPUPC,6.065038681,10.19531918,0.8767475490000001,67.19999695,0.6611659529999999,-0.145813331,0.886361301,0.735184252,0.18092127100000002,0.377770513,0.589618564,0.445649564,1.7924091819999999,0.295531362,0.29791666699999997,0.330753207,,0.331434399,,0.22461538,,0.28884217100000004,,153629000000.0,0.0,0.0,108.1184801,1.0
Avg. Work Hours (Annual),ISL,Iceland,2012,Total employment,1510.0,Hours,7.590660095,10.59492397,0.978965282,72.76000214,0.9046545029999999,0.239700317,0.7585856320000001,0.899718463,0.157153815,0.257335573,1.34399128,1.545394659,1.569349289,0.20674741300000002,0.280833333,0.40288952,,,,,,,,14121903068.0,26.8,0.0,3.199162095,0.0
Avg. Wages (Annual),ISL,Iceland,2012,In 2018 constant prices at 2018 USD PPPs,48049.69794,USD,7.590660095,10.59492397,0.978965282,72.76000214,0.9046545029999999,0.239700317,0.7585856320000001,0.899718463,0.157153815,0.257335573,1.34399128,1.545394659,1.569349289,0.20674741300000002,0.280833333,0.40288952,,,,,,,,14121903068.0,26.8,0.0,3.199162095,0.0
