Dataset,COU,Country,Year,Description,Value,Unit,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality,Standard deviation of ladder by country-year,Standard deviation/Mean of ladder by country-year,"GINI index (World Bank estimate), average 2000-16","gini of household income reported in Gallup, by wp5-year","Most people can be trusted, Gallup","Most people can be trusted, WVS round 1981-1984","Most people can be trusted, WVS round 1989-1993","Most people can be trusted, WVS round 1994-1998","Most people can be trusted, WVS round 1999-2004","Most people can be trusted, WVS round 2005-2009","Most people can be trusted, WVS round 2010-2014",GDP (constant 2010 US$),GINI index (World Bank estimate),"Literacy rate, adult total (% of people ages 15 and above)",Population density (people per sq. km of land area),"Probability of dying at age 5-14 years (per 1,000 children age 5)"
Mortality Causes,NZL,New Zealand,2011,All causes of death,30290.0,NBPOPUPC,7.190638065,10.39618587,0.9536498790000001,72.12000275,0.934768736,0.280214965,0.26933020399999996,0.863912702,0.21014964600000002,0.635153055,1.477903485,2.0125904080000003,1.710960627,0.237942815,,0.398480445,,,,0.483870953,,0.511602223,0.562273264,150535000000.0,0.0,0.0,16.64957654,0.0
Avg. Work Hours (Annual),NZL,New Zealand,2012,Total employment,1734.0,Hours,7.249629973999999,10.41539097,0.9300286170000001,72.23999786,0.901853085,0.28298702800000003,0.28929793800000003,0.866304159,0.20687817,0.61469996,1.489543796,1.965111136,1.7226243019999998,0.23761548100000002,,0.38531354100000004,,,,0.483870953,,0.511602223,0.562273264,154298000000.0,0.0,0.0,16.74110364,0.0
Avg. Wages (Annual),NZL,New Zealand,2012,In 2018 constant prices at 2018 USD PPPs,39621.7161,USD,7.249629973999999,10.41539097,0.9300286170000001,72.23999786,0.901853085,0.28298702800000003,0.28929793800000003,0.866304159,0.20687817,0.61469996,1.489543796,1.965111136,1.7226243019999998,0.23761548100000002,,0.38531354100000004,,,,0.483870953,,0.511602223,0.562273264,154298000000.0,0.0,0.0,16.74110364,0.0
Mortality Causes,NZL,New Zealand,2012,All causes of death,30277.0,NBPOPUPC,7.249629973999999,10.41539097,0.9300286170000001,72.23999786,0.901853085,0.28298702800000003,0.28929793800000003,0.866304159,0.20687817,0.61469996,1.489543796,1.965111136,1.7226243019999998,0.23761548100000002,,0.38531354100000004,,,,0.483870953,,0.511602223,0.562273264,154298000000.0,0.0,0.0,16.74110364,0.0
Avg. Work Hours (Annual),NZL,New Zealand,2013,Total employment,1752.0,Hours,7.280151844,10.42768669,0.9581534859999999,72.36000061,0.944000423,0.23303757600000002,0.312235802,0.8349564079999999,0.151396915,0.543508649,1.5300021169999998,1.95185113,1.6641775369999998,0.228591055,,0.40091103299999997,,,,0.483870953,,0.511602223,0.562273264,157412000000.0,0.0,0.0,16.87022901,0.0
Avg. Wages (Annual),NZL,New Zealand,2013,In 2018 constant prices at 2018 USD PPPs,39110.6008,USD,7.280151844,10.42768669,0.9581534859999999,72.36000061,0.944000423,0.23303757600000002,0.312235802,0.8349564079999999,0.151396915,0.543508649,1.5300021169999998,1.95185113,1.6641775369999998,0.228591055,,0.40091103299999997,,,,0.483870953,,0.511602223,0.562273264,157412000000.0,0.0,0.0,16.87022901,0.0
Mortality Causes,NZL,New Zealand,2013,All causes of death,29636.0,NBPOPUPC,7.280151844,10.42768669,0.9581534859999999,72.36000061,0.944000423,0.23303757600000002,0.312235802,0.8349564079999999,0.151396915,0.543508649,1.5300021169999998,1.95185113,1.6641775369999998,0.228591055,,0.40091103299999997,,,,0.483870953,,0.511602223,0.562273264,157412000000.0,0.0,0.0,16.87022901,0.0
Avg. Work Hours (Annual),NZL,New Zealand,2014,Total employment,1762.0,Hours,7.3058924670000005,10.44741917,0.9423808459999999,72.48000336,0.931882441,0.34398707700000003,0.27260860800000003,0.847514093,0.19901886600000002,0.629681349,1.496155739,2.036119938,1.675197124,0.22929397199999998,,0.394328237,,,,0.483870953,,0.511602223,0.562273264,162992000000.0,0.0,0.0,17.12696062,0.0
Avg. Wages (Annual),NZL,New Zealand,2014,In 2018 constant prices at 2018 USD PPPs,39419.08318,USD,7.3058924670000005,10.44741917,0.9423808459999999,72.48000336,0.931882441,0.34398707700000003,0.27260860800000003,0.847514093,0.19901886600000002,0.629681349,1.496155739,2.036119938,1.675197124,0.22929397199999998,,0.394328237,,,,0.483870953,,0.511602223,0.562273264,162992000000.0,0.0,0.0,17.12696062,0.0
Mortality Causes,NZL,New Zealand,2014,All causes of death,31164.0,NBPOPUPC,7.3058924670000005,10.44741917,0.9423808459999999,72.48000336,0.931882441,0.34398707700000003,0.27260860800000003,0.847514093,0.19901886600000002,0.629681349,1.496155739,2.036119938,1.675197124,0.22929397199999998,,0.394328237,,,,0.483870953,,0.511602223,0.562273264,162992000000.0,0.0,0.0,17.12696062,0.0
Avg. Work Hours (Annual),NZL,New Zealand,2016,Total employment,1752.0,Hours,7.225687981,10.48504829,0.93660289,72.80000305,0.926576018,0.26113021399999997,0.278270781,0.8329446909999999,0.207413629,0.5696901679999999,1.525762916,2.029997349,1.7404985430000002,0.24087651100000002,,0.419764876,,,,0.483870953,,0.511602223,0.562273264,176129000000.0,0.0,0.0,17.82385781,0.0
Avg. Wages (Annual),NZL,New Zealand,2016,In 2018 constant prices at 2018 USD PPPs,41765.002810000005,USD,7.225687981,10.48504829,0.93660289,72.80000305,0.926576018,0.26113021399999997,0.278270781,0.8329446909999999,0.207413629,0.5696901679999999,1.525762916,2.029997349,1.7404985430000002,0.24087651100000002,,0.419764876,,,,0.483870953,,0.511602223,0.562273264,176129000000.0,0.0,0.0,17.82385781,0.0
Avg. Work Hours (Annual),NZL,New Zealand,2017,Total employment,1753.0,Hours,7.32718277,10.49365616,0.95492065,73.0,0.942279458,0.289705753,0.221887484,0.8174312709999999,0.171716571,0.609015465,1.5750092269999998,2.0046710969999997,1.650335789,0.22523470199999998,,0.44644218700000005,,,,0.483870953,,0.511602223,0.562273264,181094000000.0,0.0,0.0,18.20629676,0.9
Avg. Wages (Annual),NZL,New Zealand,2017,In 2018 constant prices at 2018 USD PPPs,41953.58622,USD,7.32718277,10.49365616,0.95492065,73.0,0.942279458,0.289705753,0.221887484,0.8174312709999999,0.171716571,0.609015465,1.5750092269999998,2.0046710969999997,1.650335789,0.22523470199999998,,0.44644218700000005,,,,0.483870953,,0.511602223,0.562273264,181094000000.0,0.0,0.0,18.20629676,0.9
Avg. Work Hours (Annual),NOR,Norway,2012,Total employment,1419.7,Hours,7.678277016,11.05094433,0.9476574059999999,72.23999786,0.9465658659999999,0.128627837,0.36804267799999996,0.8227498529999999,0.212821111,0.663340509,1.527816534,1.917715073,1.746017814,0.22739708399999997,0.272230769,0.31880399600000003,,,,0.647737384,,0.7373046879999999,,445095000000.0,25.7,0.0,13.74033034,0.0
Avg. Wages (Annual),NOR,Norway,2012,In 2018 constant prices at 2018 USD PPPs,49465.068510000005,USD,7.678277016,11.05094433,0.9476574059999999,72.23999786,0.9465658659999999,0.128627837,0.36804267799999996,0.8227498529999999,0.212821111,0.663340509,1.527816534,1.917715073,1.746017814,0.22739708399999997,0.272230769,0.31880399600000003,,,,0.647737384,,0.7373046879999999,,445095000000.0,25.7,0.0,13.74033034,0.0
Mortality Causes,NOR,Norway,2012,All causes of death,41913.0,NBPOPUPC,7.678277016,11.05094433,0.9476574059999999,72.23999786,0.9465658659999999,0.128627837,0.36804267799999996,0.8227498529999999,0.212821111,0.663340509,1.527816534,1.917715073,1.746017814,0.22739708399999997,0.272230769,0.31880399600000003,,,,0.647737384,,0.7373046879999999,,445095000000.0,25.7,0.0,13.74033034,0.0
Avg. Work Hours (Annual),NOR,Norway,2014,Total employment,1426.9,Hours,7.444470882,11.05752373,0.9411619309999999,72.68000031,0.9563161729999999,0.162420183,0.404825836,0.833696604,0.194354936,0.699690521,1.402022839,1.9326351880000001,1.637590885,0.219974115,0.272230769,0.413273871,,,,0.647737384,,0.7373046879999999,,458626000000.0,26.8,0.0,14.06986657,0.0
Avg. Wages (Annual),NOR,Norway,2014,In 2018 constant prices at 2018 USD PPPs,50749.04262,USD,7.444470882,11.05752373,0.9411619309999999,72.68000031,0.9563161729999999,0.162420183,0.404825836,0.833696604,0.194354936,0.699690521,1.402022839,1.9326351880000001,1.637590885,0.219974115,0.272230769,0.413273871,,,,0.647737384,,0.7373046879999999,,458626000000.0,26.8,0.0,14.06986657,0.0
Mortality Causes,NOR,Norway,2014,All causes of death,40344.0,NBPOPUPC,7.444470882,11.05752373,0.9411619309999999,72.68000031,0.9563161729999999,0.162420183,0.404825836,0.833696604,0.194354936,0.699690521,1.402022839,1.9326351880000001,1.637590885,0.219974115,0.272230769,0.413273871,,,,0.647737384,,0.7373046879999999,,458626000000.0,26.8,0.0,14.06986657,0.0
Avg. Work Hours (Annual),NOR,Norway,2016,Total employment,1424.4,Hours,7.596331596000001,11.06912804,0.9597428440000001,73.0,0.9543523190000001,0.114254743,0.409666121,0.849625945,0.20926219199999999,0.657646239,1.432126164,1.9501390459999999,1.5792648790000001,0.207898363,0.272230769,0.349659204,,,,0.647737384,,0.7373046879999999,,473214000000.0,0.0,0.0,14.3363165,0.0
Avg. Wages (Annual),NOR,Norway,2016,In 2018 constant prices at 2018 USD PPPs,50207.05948,USD,7.596331596000001,11.06912804,0.9597428440000001,73.0,0.9543523190000001,0.114254743,0.409666121,0.849625945,0.20926219199999999,0.657646239,1.432126164,1.9501390459999999,1.5792648790000001,0.207898363,0.272230769,0.349659204,,,,0.647737384,,0.7373046879999999,,473214000000.0,0.0,0.0,14.3363165,0.0
Mortality Causes,NOR,Norway,2016,All causes of death,40609.0,NBPOPUPC,7.596331596000001,11.06912804,0.9597428440000001,73.0,0.9543523190000001,0.114254743,0.409666121,0.849625945,0.20926219199999999,0.657646239,1.432126164,1.9501390459999999,1.5792648790000001,0.207898363,0.272230769,0.349659204,,,,0.647737384,,0.7373046879999999,,473214000000.0,0.0,0.0,14.3363165,0.0
Avg. Work Hours (Annual),NOR,Norway,2017,Total employment,1419.1,Hours,7.578744887999999,11.07906151,0.9501276609999999,73.09999847,0.9530168179999999,0.21810506300000002,0.24971137899999998,0.849099994,0.202913806,0.7171597479999999,1.4226391319999998,2.013393879,1.6217260359999999,0.213983461,0.272230769,0.328113139,,,,0.647737384,,0.7373046879999999,,482586000000.0,0.0,0.0,14.45257595,0.6
Avg. Wages (Annual),NOR,Norway,2017,In 2018 constant prices at 2018 USD PPPs,50412.12115,USD,7.578744887999999,11.07906151,0.9501276609999999,73.09999847,0.9530168179999999,0.21810506300000002,0.24971137899999998,0.849099994,0.202913806,0.7171597479999999,1.4226391319999998,2.013393879,1.6217260359999999,0.213983461,0.272230769,0.328113139,,,,0.647737384,,0.7373046879999999,,482586000000.0,0.0,0.0,14.45257595,0.6
Avg. Work Hours (Annual),POL,Poland,2010,Total employment,1834.0,Hours,5.8870296479999995,9.98831749,0.95506531,67.30000305,0.794900477,-0.004292628,0.9046972990000001,0.736897647,0.234237015,0.333801061,1.02746582,0.700623572,1.9359594580000001,0.32885167,,0.392158389,0.276937902,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998,479258000000.0,33.2,0.0,124.2092007,1.4
Avg. Wages (Annual),POL,Poland,2010,In 2018 constant prices at 2018 USD PPPs,23652.32651,USD,5.8870296479999995,9.98831749,0.95506531,67.30000305,0.794900477,-0.004292628,0.9046972990000001,0.736897647,0.234237015,0.333801061,1.02746582,0.700623572,1.9359594580000001,0.32885167,,0.392158389,0.276937902,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998,479258000000.0,33.2,0.0,124.2092007,1.4
Mortality Causes,POL,Poland,2010,All causes of death,378478.0,NBPOPUPC,5.8870296479999995,9.98831749,0.95506531,67.30000305,0.794900477,-0.004292628,0.9046972990000001,0.736897647,0.234237015,0.333801061,1.02746582,0.700623572,1.9359594580000001,0.32885167,,0.392158389,0.276937902,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998,479258000000.0,33.2,0.0,124.2092007,1.4
Avg. Work Hours (Annual),POL,Poland,2011,Total employment,1829.0,Hours,5.646204947999999,10.03673458,0.9045786259999999,67.45999908,0.868148923,-0.072977275,0.907953143,0.725359917,0.22381022600000003,0.27237618,1.049845338,0.718040705,1.9604818819999998,0.347221166,,0.367741227,,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998,503303000000.0,32.8,0.0,124.2962969,0.0
Avg. Wages (Annual),POL,Poland,2011,In 2018 constant prices at 2018 USD PPPs,23654.20807,USD,5.646204947999999,10.03673458,0.9045786259999999,67.45999908,0.868148923,-0.072977275,0.907953143,0.725359917,0.22381022600000003,0.27237618,1.049845338,0.718040705,1.9604818819999998,0.347221166,,0.367741227,,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998,503303000000.0,32.8,0.0,124.2962969,0.0
Mortality Causes,POL,Poland,2011,All causes of death,375501.0,NBPOPUPC,5.646204947999999,10.03673458,0.9045786259999999,67.45999908,0.868148923,-0.072977275,0.907953143,0.725359917,0.22381022600000003,0.27237618,1.049845338,0.718040705,1.9604818819999998,0.347221166,,0.367741227,,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998,503303000000.0,32.8,0.0,124.2962969,0.0
Avg. Work Hours (Annual),POL,Poland,2012,Total employment,1824.0,Hours,5.87593174,10.05268764,0.9359238740000001,67.62000275,0.811301708,-0.03269821,0.8878958229999999,0.7874891759999999,0.266746789,0.26862874600000003,1.056877136,0.769939899,1.88393259,0.32061854,,0.347640306,,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998,511396000000.0,32.4,0.0,124.3000588,0.0
Avg. Wages (Annual),POL,Poland,2012,In 2018 constant prices at 2018 USD PPPs,23445.50559,USD,5.87593174,10.05268764,0.9359238740000001,67.62000275,0.811301708,-0.03269821,0.8878958229999999,0.7874891759999999,0.266746789,0.26862874600000003,1.056877136,0.769939899,1.88393259,0.32061854,,0.347640306,,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998,511396000000.0,32.4,0.0,124.3000588,0.0
Mortality Causes,POL,Poland,2012,All causes of death,384788.0,NBPOPUPC,5.87593174,10.05268764,0.9359238740000001,67.62000275,0.811301708,-0.03269821,0.8878958229999999,0.7874891759999999,0.266746789,0.26862874600000003,1.056877136,0.769939899,1.88393259,0.32061854,,0.347640306,,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998,511396000000.0,32.4,0.0,124.3000588,0.0
Avg. Work Hours (Annual),POL,Poland,2013,Total employment,1821.0,Hours,5.746131897000001,10.06711483,0.911934912,67.77999878,0.775931358,-0.143367842,0.915677428,0.784124315,0.241980955,0.163588136,0.98574698,0.7961180809999999,1.911393523,0.332640022,,0.29998320300000003,,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998,518514000000.0,32.5,0.0,124.2291107,0.0
Avg. Wages (Annual),POL,Poland,2013,In 2018 constant prices at 2018 USD PPPs,23712.96247,USD,5.746131897000001,10.06711483,0.911934912,67.77999878,0.775931358,-0.143367842,0.915677428,0.784124315,0.241980955,0.163588136,0.98574698,0.7961180809999999,1.911393523,0.332640022,,0.29998320300000003,,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998,518514000000.0,32.5,0.0,124.2291107,0.0
Mortality Causes,POL,Poland,2013,All causes of death,387312.0,NBPOPUPC,5.746131897000001,10.06711483,0.911934912,67.77999878,0.775931358,-0.143367842,0.915677428,0.784124315,0.241980955,0.163588136,0.98574698,0.7961180809999999,1.911393523,0.332640022,,0.29998320300000003,,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998,518514000000.0,32.5,0.0,124.2291107,0.0
Avg. Work Hours (Annual),POL,Poland,2014,Total employment,1827.0,Hours,5.750282287999999,10.10016727,0.923642278,67.94000244,0.8753570909999999,-0.070496768,0.897741735,0.776996672,0.222643748,0.252522856,0.97402674,0.8395088909999999,2.052378654,0.35691788799999996,,0.378063649,,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998,535721000000.0,32.1,0.0,124.1442732,0.0
Avg. Wages (Annual),POL,Poland,2014,In 2018 constant prices at 2018 USD PPPs,24195.84838,USD,5.750282287999999,10.10016727,0.923642278,67.94000244,0.8753570909999999,-0.070496768,0.897741735,0.776996672,0.222643748,0.252522856,0.97402674,0.8395088909999999,2.052378654,0.35691788799999996,,0.378063649,,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998,535721000000.0,32.1,0.0,124.1442732,0.0
Mortality Causes,POL,Poland,2014,All causes of death,376467.0,NBPOPUPC,5.750282287999999,10.10016727,0.923642278,67.94000244,0.8753570909999999,-0.070496768,0.897741735,0.776996672,0.222643748,0.252522856,0.97402674,0.8395088909999999,2.052378654,0.35691788799999996,,0.378063649,,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998,535721000000.0,32.1,0.0,124.1442732,0.0
Avg. Work Hours (Annual),POL,Poland,2016,Total employment,1836.0,Hours,6.162076473,10.16722965,0.91739881,68.5,0.8707075120000001,-0.097280823,0.847753942,0.77662462,0.223536044,0.382713199,0.6753461359999999,0.756335139,1.84584868,0.299549788,,0.312157542,,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998,573324000000.0,30.8,0.0,124.008253,0.0
Avg. Wages (Annual),POL,Poland,2016,In 2018 constant prices at 2018 USD PPPs,25956.36995,USD,6.162076473,10.16722965,0.91739881,68.5,0.8707075120000001,-0.097280823,0.847753942,0.77662462,0.223536044,0.382713199,0.6753461359999999,0.756335139,1.84584868,0.299549788,,0.312157542,,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998,573324000000.0,30.8,0.0,124.008253,0.0
Mortality Causes,POL,Poland,2016,All causes of death,388009.0,NBPOPUPC,6.162076473,10.16722965,0.91739881,68.5,0.8707075120000001,-0.097280823,0.847753942,0.77662462,0.223536044,0.382713199,0.6753461359999999,0.756335139,1.84584868,0.299549788,,0.312157542,,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998,573324000000.0,30.8,0.0,124.008253,0.0
Avg. Work Hours (Annual),POL,Poland,2017,Total employment,1815.0,Hours,6.201268196,10.21157646,0.881854117,68.90000153,0.830842614,-0.127978221,,0.677435517,0.20338779699999998,0.502480447,0.651249409,0.678492665,1.6274428369999998,0.262437105,,0.260087878,,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998,600876000000.0,0.0,0.0,124.0237304,1.0
Avg. Wages (Annual),POL,Poland,2017,In 2018 constant prices at 2018 USD PPPs,27057.957089999996,USD,6.201268196,10.21157646,0.881854117,68.90000153,0.830842614,-0.127978221,,0.677435517,0.20338779699999998,0.502480447,0.651249409,0.678492665,1.6274428369999998,0.262437105,,0.260087878,,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998,600876000000.0,0.0,0.0,124.0237304,1.0
Avg. Work Hours (Annual),PRT,Portugal,2010,Total employment,1735.0,Hours,5.094525814,10.21238518,0.863906741,70.80000305,0.721036375,-0.108383298,0.9478794340000001,0.741612136,0.265107363,0.26326957300000003,0.9124450679999999,0.9692562220000001,2.0685172080000003,0.406027436,0.367538462,0.438607901,0.24181570100000002,,,,,,,238303000000.0,35.8,0.0,115.4394585,1.2
Avg. Wages (Annual),PRT,Portugal,2010,In 2018 constant prices at 2018 USD PPPs,27080.30185,USD,5.094525814,10.21238518,0.863906741,70.80000305,0.721036375,-0.108383298,0.9478794340000001,0.741612136,0.265107363,0.26326957300000003,0.9124450679999999,0.9692562220000001,2.0685172080000003,0.406027436,0.367538462,0.438607901,0.24181570100000002,,,,,,,238303000000.0,35.8,0.0,115.4394585,1.2
Mortality Causes,PRT,Portugal,2010,All causes of death,106241.0,NBPOPUPC,5.094525814,10.21238518,0.863906741,70.80000305,0.721036375,-0.108383298,0.9478794340000001,0.741612136,0.265107363,0.26326957300000003,0.9124450679999999,0.9692562220000001,2.0685172080000003,0.406027436,0.367538462,0.438607901,0.24181570100000002,,,,,,,238303000000.0,35.8,0.0,115.4394585,1.2
Avg. Work Hours (Annual),PRT,Portugal,2011,Total employment,1714.0,Hours,5.2199978830000004,10.19541836,0.8559606670000001,71.0,0.875092566,-0.175307617,0.961977124,0.725109041,0.279200882,0.20997645,0.9248248929999999,0.927496254,2.027334213,0.38837835200000004,0.367538462,0.392445087,,,,,,,,233950000000.0,36.3,94.47705078,115.2697893,0.0
Avg. Wages (Annual),PRT,Portugal,2011,In 2018 constant prices at 2018 USD PPPs,26436.50017,USD,5.2199978830000004,10.19541836,0.8559606670000001,71.0,0.875092566,-0.175307617,0.961977124,0.725109041,0.279200882,0.20997645,0.9248248929999999,0.927496254,2.027334213,0.38837835200000004,0.367538462,0.392445087,,,,,,,,233950000000.0,36.3,94.47705078,115.2697893,0.0
Mortality Causes,PRT,Portugal,2011,All causes of death,103200.0,NBPOPUPC,5.2199978830000004,10.19541836,0.8559606670000001,71.0,0.875092566,-0.175307617,0.961977124,0.725109041,0.279200882,0.20997645,0.9248248929999999,0.927496254,2.027334213,0.38837835200000004,0.367538462,0.392445087,,,,,,,,233950000000.0,36.3,94.47705078,115.2697893,0.0
Avg. Work Hours (Annual),PRT,Portugal,2012,Total employment,1698.0,Hours,4.9939622880000005,10.15835667,0.86603862,71.19999695,0.773821414,-0.09924101800000001,0.959288418,0.728934467,0.37016996700000004,0.230625153,0.90190047,0.9719284770000001,2.494402647,0.499483675,0.367538462,0.425317734,,,,,,,,224526000000.0,36.0,0.0,114.8034065,0.0
Avg. Wages (Annual),PRT,Portugal,2012,In 2018 constant prices at 2018 USD PPPs,25294.18881,USD,4.9939622880000005,10.15835667,0.86603862,71.19999695,0.773821414,-0.09924101800000001,0.959288418,0.728934467,0.37016996700000004,0.230625153,0.90190047,0.9719284770000001,2.494402647,0.499483675,0.367538462,0.425317734,,,,,,,,224526000000.0,36.0,0.0,114.8034065,0.0
Mortality Causes,PRT,Portugal,2012,All causes of death,107969.0,NBPOPUPC,4.9939622880000005,10.15835667,0.86603862,71.19999695,0.773821414,-0.09924101800000001,0.959288418,0.728934467,0.37016996700000004,0.230625153,0.90190047,0.9719284770000001,2.494402647,0.499483675,0.367538462,0.425317734,,,,,,,,224526000000.0,36.0,0.0,114.8034065,0.0
Avg. Work Hours (Annual),PRT,Portugal,2013,Total employment,1707.0,Hours,5.157688141,10.15247917,0.8671808240000001,71.40000153,0.78803277,-0.120431803,0.946257353,0.699667215,0.347898155,0.17921339,0.907849073,1.011040807,2.251560926,0.43654459700000003,0.367538462,0.42760306600000003,,,,,,,,221988000000.0,36.2,0.0,114.1561345,0.0
Avg. Wages (Annual),PRT,Portugal,2013,In 2018 constant prices at 2018 USD PPPs,25813.87846,USD,5.157688141,10.15247917,0.8671808240000001,71.40000153,0.78803277,-0.120431803,0.946257353,0.699667215,0.347898155,0.17921339,0.907849073,1.011040807,2.251560926,0.43654459700000003,0.367538462,0.42760306600000003,,,,,,,,221988000000.0,36.2,0.0,114.1561345,0.0
Mortality Causes,PRT,Portugal,2013,All causes of death,106875.0,NBPOPUPC,5.157688141,10.15247917,0.8671808240000001,71.40000153,0.78803277,-0.120431803,0.946257353,0.699667215,0.347898155,0.17921339,0.907849073,1.011040807,2.251560926,0.43654459700000003,0.367538462,0.42760306600000003,,,,,,,,221988000000.0,36.2,0.0,114.1561345,0.0
Avg. Work Hours (Annual),PRT,Portugal,2014,Total employment,1714.0,Hours,5.12691164,10.16676331,0.86182946,71.59999847,0.8468101020000001,-0.1285045,0.94107008,0.7050722840000001,0.357692271,0.227394462,0.956860006,0.955930233,2.3644695280000003,0.461187869,0.367538462,0.44026351,,,,,,,,223971000000.0,35.6,0.0,113.5417757,0.0
Avg. Wages (Annual),PRT,Portugal,2014,In 2018 constant prices at 2018 USD PPPs,25360.07583,USD,5.12691164,10.16676331,0.86182946,71.59999847,0.8468101020000001,-0.1285045,0.94107008,0.7050722840000001,0.357692271,0.227394462,0.956860006,0.955930233,2.3644695280000003,0.461187869,0.367538462,0.44026351,,,,,,,,223971000000.0,35.6,0.0,113.5417757,0.0
Mortality Causes,PRT,Portugal,2014,All causes of death,105219.0,NBPOPUPC,5.12691164,10.16676331,0.86182946,71.59999847,0.8468101020000001,-0.1285045,0.94107008,0.7050722840000001,0.357692271,0.227394462,0.956860006,0.955930233,2.3644695280000003,0.461187869,0.367538462,0.44026351,,,,,,,,223971000000.0,35.6,0.0,113.5417757,0.0
Avg. Work Hours (Annual),PRT,Portugal,2016,Total employment,1725.0,Hours,5.446637153999999,10.20817947,0.90463537,72.0,0.83806932,-0.22725527,0.922192395,0.683566213,0.32625272899999996,0.354542404,1.065478444,1.019317985,2.132012844,0.391436547,0.367538462,0.45052737,,,,,,,,232444000000.0,0.0,0.0,112.71638940000001,0.0
Avg. Wages (Annual),PRT,Portugal,2016,In 2018 constant prices at 2018 USD PPPs,25349.78641,USD,5.446637153999999,10.20817947,0.90463537,72.0,0.83806932,-0.22725527,0.922192395,0.683566213,0.32625272899999996,0.354542404,1.065478444,1.019317985,2.132012844,0.391436547,0.367538462,0.45052737,,,,,,,,232444000000.0,0.0,0.0,112.71638940000001,0.0
Mortality Causes,PRT,Portugal,2016,All causes of death,110970.0,NBPOPUPC,5.446637153999999,10.20817947,0.90463537,72.0,0.83806932,-0.22725527,0.922192395,0.683566213,0.32625272899999996,0.354542404,1.065478444,1.019317985,2.132012844,0.391436547,0.367538462,0.45052737,,,,,,,,232444000000.0,0.0,0.0,112.71638940000001,0.0
Avg. Work Hours (Annual),PRT,Portugal,2017,Total employment,1727.0,Hours,5.711499214,10.23770332,0.899984837,72.19999695,0.9050656559999999,-0.17740751800000001,0.880970538,0.649151087,0.294272572,0.5010881420000001,1.14347434,1.0617860559999999,2.205086708,0.38607844700000005,0.367538462,0.44552809,,,,,,,,238941000000.0,0.0,0.0,112.44182109999998,0.8
Avg. Wages (Annual),PRT,Portugal,2017,In 2018 constant prices at 2018 USD PPPs,25288.7215,USD,5.711499214,10.23770332,0.899984837,72.19999695,0.9050656559999999,-0.17740751800000001,0.880970538,0.649151087,0.294272572,0.5010881420000001,1.14347434,1.0617860559999999,2.205086708,0.38607844700000005,0.367538462,0.44552809,,,,,,,,238941000000.0,0.0,0.0,112.44182109999998,0.8
Avg. Work Hours (Annual),ESP,Spain,2010,Total employment,1710.4,Hours,6.188262462999999,10.38921356,0.9499403829999999,72.90000153,0.7964955570000001,-0.142079473,0.839746296,0.724312365,0.321819484,0.302731603,0.402249694,1.1071056129999999,1.9958159919999998,0.322516382,0.345384615,0.37962049200000003,,,0.292382956,0.286672652,0.32690984,0.19837963600000003,0.19077895600000003,1431620000000.0,35.2,97.74890137,93.15193096,1.0
Avg. Wages (Annual),ESP,Spain,2010,In 2018 constant prices at 2018 USD PPPs,41034.3406,USD,6.188262462999999,10.38921356,0.9499403829999999,72.90000153,0.7964955570000001,-0.142079473,0.839746296,0.724312365,0.321819484,0.302731603,0.402249694,1.1071056129999999,1.9958159919999998,0.322516382,0.345384615,0.37962049200000003,,,0.292382956,0.286672652,0.32690984,0.19837963600000003,0.19077895600000003,1431620000000.0,35.2,97.74890137,93.15193096,1.0
Mortality Causes,ESP,Spain,2010,All causes of death,382047.0,NBPOPUPC,6.188262462999999,10.38921356,0.9499403829999999,72.90000153,0.7964955570000001,-0.142079473,0.839746296,0.724312365,0.321819484,0.302731603,0.402249694,1.1071056129999999,1.9958159919999998,0.322516382,0.345384615,0.37962049200000003,,,0.292382956,0.286672652,0.32690984,0.19837963600000003,0.19077895600000003,1431620000000.0,35.2,97.74890137,93.15193096,1.0
