Dataset,COU,Country,Year,Description,Value,Unit,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality,Standard deviation of ladder by country-year,Standard deviation/Mean of ladder by country-year,GINI index (World Bank estimate),"GINI index (World Bank estimate), average 2000-16","gini of household income reported in Gallup, by wp5-year","Most people can be trusted, Gallup","Most people can be trusted, WVS round 1981-1984","Most people can be trusted, WVS round 1989-1993","Most people can be trusted, WVS round 1994-1998","Most people can be trusted, WVS round 1999-2004","Most people can be trusted, WVS round 2005-2009","Most people can be trusted, WVS round 2010-2014"
Avg. Work Hours (Annual),NLD,Netherlands,2017,Total employment,1435.0,Hours,7.458965302,10.78875256,0.9365013240000001,72.19999695,0.9203197359999999,0.244597197,0.363133639,0.852184892,0.184519842,0.669553638,1.2429327959999998,1.899130225,1.318479896,0.176764444,,0.286333333,0.44193548,,,,,,0.435723454,0.661756992
Avg. Wages (Annual),NLD,Netherlands,2017,In 2018 constant prices at 2018 USD PPPs,54633.796270000006,USD,7.458965302,10.78875256,0.9365013240000001,72.19999695,0.9203197359999999,0.244597197,0.363133639,0.852184892,0.184519842,0.669553638,1.2429327959999998,1.899130225,1.318479896,0.176764444,,0.286333333,0.44193548,,,,,,0.435723454,0.661756992
Avg. Work Hours (Annual),NLD,Netherlands,2018,Total employment,1433.0,Hours,7.463097095,10.8092041,0.939443171,72.30000305,0.919985175,0.155536488,0.370557785,0.8619766240000001,0.20479418300000002,0.656541049,,,1.234732628,0.165445074,,0.286333333,0.46799784899999997,,,,,,0.435723454,0.661756992
Avg. Wages (Annual),NLD,Netherlands,2018,In 2018 constant prices at 2018 USD PPPs,54261.68245,USD,7.463097095,10.8092041,0.939443171,72.30000305,0.919985175,0.155536488,0.370557785,0.8619766240000001,0.20479418300000002,0.656541049,,,1.234732628,0.165445074,,0.286333333,0.46799784899999997,,,,,,0.435723454,0.661756992
Avg. Work Hours (Annual),NZL,New Zealand,2006,Total employment,1795.0,Hours,7.305014132999999,10.36624241,0.946047485,71.19999695,0.9320802690000001,0.308866262,0.22422023100000002,0.879670858,0.21877320100000003,0.626480997,1.377387881,1.856156945,1.7429274319999999,0.238593295,,,,,,,0.483870953,,0.511602223,0.562273264
Avg. Wages (Annual),NZL,New Zealand,2006,In 2018 constant prices at 2018 USD PPPs,36253.35587,USD,7.305014132999999,10.36624241,0.946047485,71.19999695,0.9320802690000001,0.308866262,0.22422023100000002,0.879670858,0.21877320100000003,0.626480997,1.377387881,1.856156945,1.7429274319999999,0.238593295,,,,,,,0.483870953,,0.511602223,0.562273264
Mortality Causes,NZL,New Zealand,2006,All causes of death,28389.0,NBPOPUPC,7.305014132999999,10.36624241,0.946047485,71.19999695,0.9320802690000001,0.308866262,0.22422023100000002,0.879670858,0.21877320100000003,0.626480997,1.377387881,1.856156945,1.7429274319999999,0.238593295,,,,,,,0.483870953,,0.511602223,0.562273264
Avg. Work Hours (Annual),NZL,New Zealand,2007,Total employment,1774.0,Hours,7.6041731829999994,10.39383221,0.966532767,71.40000153,0.8782188890000001,0.27548191,0.294616222,0.854027331,0.237997055,0.586442232,1.360547423,1.8880664109999998,1.601125717,0.21055881699999998,,,,,,,0.483870953,,0.511602223,0.562273264
Avg. Wages (Annual),NZL,New Zealand,2007,In 2018 constant prices at 2018 USD PPPs,38387.93378,USD,7.6041731829999994,10.39383221,0.966532767,71.40000153,0.8782188890000001,0.27548191,0.294616222,0.854027331,0.237997055,0.586442232,1.360547423,1.8880664109999998,1.601125717,0.21055881699999998,,,,,,,0.483870953,,0.511602223,0.562273264
Mortality Causes,NZL,New Zealand,2007,All causes of death,28601.0,NBPOPUPC,7.6041731829999994,10.39383221,0.966532767,71.40000153,0.8782188890000001,0.27548191,0.294616222,0.854027331,0.237997055,0.586442232,1.360547423,1.8880664109999998,1.601125717,0.21055881699999998,,,,,,,0.483870953,,0.511602223,0.562273264
Avg. Work Hours (Annual),NZL,New Zealand,2008,Total employment,1761.0,Hours,7.38117075,10.3697691,0.944274664,71.59999847,0.8930724859999999,0.294975013,0.333750874,0.854247093,0.23188065,0.46478635100000004,1.320583105,1.913621664,1.6553037169999998,0.224260315,,,,,,,0.483870953,,0.511602223,0.562273264
Avg. Wages (Annual),NZL,New Zealand,2008,In 2018 constant prices at 2018 USD PPPs,37964.81532,USD,7.38117075,10.3697691,0.944274664,71.59999847,0.8930724859999999,0.294975013,0.333750874,0.854247093,0.23188065,0.46478635100000004,1.320583105,1.913621664,1.6553037169999998,0.224260315,,,,,,,0.483870953,,0.511602223,0.562273264
Mortality Causes,NZL,New Zealand,2008,All causes of death,29312.0,NBPOPUPC,7.38117075,10.3697691,0.944274664,71.59999847,0.8930724859999999,0.294975013,0.333750874,0.854247093,0.23188065,0.46478635100000004,1.320583105,1.913621664,1.6553037169999998,0.224260315,,,,,,,0.483870953,,0.511602223,0.562273264
Avg. Work Hours (Annual),NZL,New Zealand,2010,Total employment,1755.0,Hours,7.223756312999999,10.37720966,0.975642204,72.0,0.9177525040000001,0.250549614,0.32074818,0.84723419,0.23475848100000002,0.6391351820000001,1.3719973559999998,1.959680557,1.6863403319999999,0.23344369199999998,,,0.426387578,,,,0.483870953,,0.511602223,0.562273264
Avg. Wages (Annual),NZL,New Zealand,2010,In 2018 constant prices at 2018 USD PPPs,38802.78948,USD,7.223756312999999,10.37720966,0.975642204,72.0,0.9177525040000001,0.250549614,0.32074818,0.84723419,0.23475848100000002,0.6391351820000001,1.3719973559999998,1.959680557,1.6863403319999999,0.23344369199999998,,,0.426387578,,,,0.483870953,,0.511602223,0.562273264
Mortality Causes,NZL,New Zealand,2010,All causes of death,28649.0,NBPOPUPC,7.223756312999999,10.37720966,0.975642204,72.0,0.9177525040000001,0.250549614,0.32074818,0.84723419,0.23475848100000002,0.6391351820000001,1.3719973559999998,1.959680557,1.6863403319999999,0.23344369199999998,,,0.426387578,,,,0.483870953,,0.511602223,0.562273264
Avg. Work Hours (Annual),NZL,New Zealand,2011,Total employment,1746.0,Hours,7.190638065,10.39618587,0.9536498790000001,72.12000275,0.934768736,0.280214965,0.26933020399999996,0.863912702,0.21014964600000002,0.635153055,1.477903485,2.0125904080000003,1.710960627,0.237942815,,,0.398480445,,,,0.483870953,,0.511602223,0.562273264
Avg. Wages (Annual),NZL,New Zealand,2011,In 2018 constant prices at 2018 USD PPPs,38803.58733,USD,7.190638065,10.39618587,0.9536498790000001,72.12000275,0.934768736,0.280214965,0.26933020399999996,0.863912702,0.21014964600000002,0.635153055,1.477903485,2.0125904080000003,1.710960627,0.237942815,,,0.398480445,,,,0.483870953,,0.511602223,0.562273264
Mortality Causes,NZL,New Zealand,2011,All causes of death,30290.0,NBPOPUPC,7.190638065,10.39618587,0.9536498790000001,72.12000275,0.934768736,0.280214965,0.26933020399999996,0.863912702,0.21014964600000002,0.635153055,1.477903485,2.0125904080000003,1.710960627,0.237942815,,,0.398480445,,,,0.483870953,,0.511602223,0.562273264
Avg. Work Hours (Annual),NZL,New Zealand,2012,Total employment,1734.0,Hours,7.249629973999999,10.41539097,0.9300286170000001,72.23999786,0.901853085,0.28298702800000003,0.28929793800000003,0.866304159,0.20687817,0.61469996,1.489543796,1.965111136,1.7226243019999998,0.23761548100000002,,,0.38531354100000004,,,,0.483870953,,0.511602223,0.562273264
Avg. Wages (Annual),NZL,New Zealand,2012,In 2018 constant prices at 2018 USD PPPs,39621.7161,USD,7.249629973999999,10.41539097,0.9300286170000001,72.23999786,0.901853085,0.28298702800000003,0.28929793800000003,0.866304159,0.20687817,0.61469996,1.489543796,1.965111136,1.7226243019999998,0.23761548100000002,,,0.38531354100000004,,,,0.483870953,,0.511602223,0.562273264
Mortality Causes,NZL,New Zealand,2012,All causes of death,30277.0,NBPOPUPC,7.249629973999999,10.41539097,0.9300286170000001,72.23999786,0.901853085,0.28298702800000003,0.28929793800000003,0.866304159,0.20687817,0.61469996,1.489543796,1.965111136,1.7226243019999998,0.23761548100000002,,,0.38531354100000004,,,,0.483870953,,0.511602223,0.562273264
Avg. Work Hours (Annual),NZL,New Zealand,2013,Total employment,1752.0,Hours,7.280151844,10.42768669,0.9581534859999999,72.36000061,0.944000423,0.23303757600000002,0.312235802,0.8349564079999999,0.151396915,0.543508649,1.5300021169999998,1.95185113,1.6641775369999998,0.228591055,,,0.40091103299999997,,,,0.483870953,,0.511602223,0.562273264
Avg. Wages (Annual),NZL,New Zealand,2013,In 2018 constant prices at 2018 USD PPPs,39110.6008,USD,7.280151844,10.42768669,0.9581534859999999,72.36000061,0.944000423,0.23303757600000002,0.312235802,0.8349564079999999,0.151396915,0.543508649,1.5300021169999998,1.95185113,1.6641775369999998,0.228591055,,,0.40091103299999997,,,,0.483870953,,0.511602223,0.562273264
Mortality Causes,NZL,New Zealand,2013,All causes of death,29636.0,NBPOPUPC,7.280151844,10.42768669,0.9581534859999999,72.36000061,0.944000423,0.23303757600000002,0.312235802,0.8349564079999999,0.151396915,0.543508649,1.5300021169999998,1.95185113,1.6641775369999998,0.228591055,,,0.40091103299999997,,,,0.483870953,,0.511602223,0.562273264
Avg. Work Hours (Annual),NZL,New Zealand,2014,Total employment,1762.0,Hours,7.3058924670000005,10.44741917,0.9423808459999999,72.48000336,0.931882441,0.34398707700000003,0.27260860800000003,0.847514093,0.19901886600000002,0.629681349,1.496155739,2.036119938,1.675197124,0.22929397199999998,,,0.394328237,,,,0.483870953,,0.511602223,0.562273264
Avg. Wages (Annual),NZL,New Zealand,2014,In 2018 constant prices at 2018 USD PPPs,39419.08318,USD,7.3058924670000005,10.44741917,0.9423808459999999,72.48000336,0.931882441,0.34398707700000003,0.27260860800000003,0.847514093,0.19901886600000002,0.629681349,1.496155739,2.036119938,1.675197124,0.22929397199999998,,,0.394328237,,,,0.483870953,,0.511602223,0.562273264
Mortality Causes,NZL,New Zealand,2014,All causes of death,31164.0,NBPOPUPC,7.3058924670000005,10.44741917,0.9423808459999999,72.48000336,0.931882441,0.34398707700000003,0.27260860800000003,0.847514093,0.19901886600000002,0.629681349,1.496155739,2.036119938,1.675197124,0.22929397199999998,,,0.394328237,,,,0.483870953,,0.511602223,0.562273264
Avg. Work Hours (Annual),NZL,New Zealand,2015,Total employment,1757.0,Hours,7.418120861,10.471916199999999,0.98734349,72.59999847,0.941784263,0.324836165,0.185888708,0.833642125,0.159829989,0.620907664,1.540097475,2.020609856,1.503419042,0.202668443,,,0.361848354,,,,0.483870953,,0.511602223,0.562273264
Avg. Wages (Annual),NZL,New Zealand,2015,In 2018 constant prices at 2018 USD PPPs,40255.73092,USD,7.418120861,10.471916199999999,0.98734349,72.59999847,0.941784263,0.324836165,0.185888708,0.833642125,0.159829989,0.620907664,1.540097475,2.020609856,1.503419042,0.202668443,,,0.361848354,,,,0.483870953,,0.511602223,0.562273264
Avg. Work Hours (Annual),NZL,New Zealand,2016,Total employment,1752.0,Hours,7.225687981,10.48504829,0.93660289,72.80000305,0.926576018,0.26113021399999997,0.278270781,0.8329446909999999,0.207413629,0.5696901679999999,1.525762916,2.029997349,1.7404985430000002,0.24087651100000002,,,0.419764876,,,,0.483870953,,0.511602223,0.562273264
Avg. Wages (Annual),NZL,New Zealand,2016,In 2018 constant prices at 2018 USD PPPs,41765.002810000005,USD,7.225687981,10.48504829,0.93660289,72.80000305,0.926576018,0.26113021399999997,0.278270781,0.8329446909999999,0.207413629,0.5696901679999999,1.525762916,2.029997349,1.7404985430000002,0.24087651100000002,,,0.419764876,,,,0.483870953,,0.511602223,0.562273264
Avg. Work Hours (Annual),NZL,New Zealand,2017,Total employment,1753.0,Hours,7.32718277,10.49365616,0.95492065,73.0,0.942279458,0.289705753,0.221887484,0.8174312709999999,0.171716571,0.609015465,1.5750092269999998,2.0046710969999997,1.650335789,0.22523470199999998,,,0.44644218700000005,,,,0.483870953,,0.511602223,0.562273264
Avg. Wages (Annual),NZL,New Zealand,2017,In 2018 constant prices at 2018 USD PPPs,41953.58622,USD,7.32718277,10.49365616,0.95492065,73.0,0.942279458,0.289705753,0.221887484,0.8174312709999999,0.171716571,0.609015465,1.5750092269999998,2.0046710969999997,1.650335789,0.22523470199999998,,,0.44644218700000005,,,,0.483870953,,0.511602223,0.562273264
Avg. Work Hours (Annual),NZL,New Zealand,2018,Total employment,1756.0,Hours,7.370285987999999,10.50147724,0.9538627270000001,73.19999695,0.94930017,0.11675003199999999,0.20658022199999998,0.8453626040000001,0.16795145,0.64246124,,,1.56991601,0.213006124,,,0.388641357,,,,0.483870953,,0.511602223,0.562273264
Avg. Wages (Annual),NZL,New Zealand,2018,In 2018 constant prices at 2018 USD PPPs,42324.8742,USD,7.370285987999999,10.50147724,0.9538627270000001,73.19999695,0.94930017,0.11675003199999999,0.20658022199999998,0.8453626040000001,0.16795145,0.64246124,,,1.56991601,0.213006124,,,0.388641357,,,,0.483870953,,0.511602223,0.562273264
Avg. Work Hours (Annual),NOR,Norway,2006,Total employment,1419.8,Hours,7.415682316,11.06435585,0.9585112929999999,71.31999969,0.9595327379999999,0.089969113,0.39715012899999996,0.8317310809999999,0.19711318600000002,0.682717204,1.397768974,1.803498864,1.749369144,0.235901311,0.264,0.272230769,,,,,0.647737384,,0.7373046879999999,
Avg. Wages (Annual),NOR,Norway,2006,In 2018 constant prices at 2018 USD PPPs,42610.461639999994,USD,7.415682316,11.06435585,0.9585112929999999,71.31999969,0.9595327379999999,0.089969113,0.39715012899999996,0.8317310809999999,0.19711318600000002,0.682717204,1.397768974,1.803498864,1.749369144,0.235901311,0.264,0.272230769,,,,,0.647737384,,0.7373046879999999,
Mortality Causes,NOR,Norway,2006,All causes of death,41242.0,NBPOPUPC,7.415682316,11.06435585,0.9585112929999999,71.31999969,0.9595327379999999,0.089969113,0.39715012899999996,0.8317310809999999,0.19711318600000002,0.682717204,1.397768974,1.803498864,1.749369144,0.235901311,0.264,0.272230769,,,,,0.647737384,,0.7373046879999999,
Avg. Work Hours (Annual),NOR,Norway,2008,Total employment,1429.5,Hours,7.6322875020000005,11.07575607,0.935878932,71.55999756,0.9472888709999999,-0.00081884,0.502776325,0.791722357,0.155095205,0.540759981,1.4165942669999998,1.772885442,1.53296864,0.20085310899999997,0.27,0.272230769,,,,,0.647737384,,0.7373046879999999,
Avg. Wages (Annual),NOR,Norway,2008,In 2018 constant prices at 2018 USD PPPs,45529.04313,USD,7.6322875020000005,11.07575607,0.935878932,71.55999756,0.9472888709999999,-0.00081884,0.502776325,0.791722357,0.155095205,0.540759981,1.4165942669999998,1.772885442,1.53296864,0.20085310899999997,0.27,0.272230769,,,,,0.647737384,,0.7373046879999999,
Mortality Causes,NOR,Norway,2008,All causes of death,41716.0,NBPOPUPC,7.6322875020000005,11.07575607,0.935878932,71.55999756,0.9472888709999999,-0.00081884,0.502776325,0.791722357,0.155095205,0.540759981,1.4165942669999998,1.772885442,1.53296864,0.20085310899999997,0.27,0.272230769,,,,,0.647737384,,0.7373046879999999,
Avg. Work Hours (Annual),NOR,Norway,2012,Total employment,1419.7,Hours,7.678277016,11.05094433,0.9476574059999999,72.23999786,0.9465658659999999,0.128627837,0.36804267799999996,0.8227498529999999,0.212821111,0.663340509,1.527816534,1.917715073,1.746017814,0.22739708399999997,0.257,0.272230769,0.31880399600000003,,,,0.647737384,,0.7373046879999999,
Avg. Wages (Annual),NOR,Norway,2012,In 2018 constant prices at 2018 USD PPPs,49465.068510000005,USD,7.678277016,11.05094433,0.9476574059999999,72.23999786,0.9465658659999999,0.128627837,0.36804267799999996,0.8227498529999999,0.212821111,0.663340509,1.527816534,1.917715073,1.746017814,0.22739708399999997,0.257,0.272230769,0.31880399600000003,,,,0.647737384,,0.7373046879999999,
Mortality Causes,NOR,Norway,2012,All causes of death,41913.0,NBPOPUPC,7.678277016,11.05094433,0.9476574059999999,72.23999786,0.9465658659999999,0.128627837,0.36804267799999996,0.8227498529999999,0.212821111,0.663340509,1.527816534,1.917715073,1.746017814,0.22739708399999997,0.257,0.272230769,0.31880399600000003,,,,0.647737384,,0.7373046879999999,
Avg. Work Hours (Annual),NOR,Norway,2014,Total employment,1426.9,Hours,7.444470882,11.05752373,0.9411619309999999,72.68000031,0.9563161729999999,0.162420183,0.404825836,0.833696604,0.194354936,0.699690521,1.402022839,1.9326351880000001,1.637590885,0.219974115,0.268,0.272230769,0.413273871,,,,0.647737384,,0.7373046879999999,
Avg. Wages (Annual),NOR,Norway,2014,In 2018 constant prices at 2018 USD PPPs,50749.04262,USD,7.444470882,11.05752373,0.9411619309999999,72.68000031,0.9563161729999999,0.162420183,0.404825836,0.833696604,0.194354936,0.699690521,1.402022839,1.9326351880000001,1.637590885,0.219974115,0.268,0.272230769,0.413273871,,,,0.647737384,,0.7373046879999999,
Mortality Causes,NOR,Norway,2014,All causes of death,40344.0,NBPOPUPC,7.444470882,11.05752373,0.9411619309999999,72.68000031,0.9563161729999999,0.162420183,0.404825836,0.833696604,0.194354936,0.699690521,1.402022839,1.9326351880000001,1.637590885,0.219974115,0.268,0.272230769,0.413273871,,,,0.647737384,,0.7373046879999999,
Avg. Work Hours (Annual),NOR,Norway,2015,Total employment,1423.9,Hours,7.603433609,11.06676769,0.946833968,72.90000153,0.9476205109999999,0.23833723399999998,0.298814356,0.842887521,0.209409878,0.586871624,1.4247587919999998,1.9314028019999998,1.675640464,0.22037944199999998,0.275,0.272230769,0.37180686,,,,0.647737384,,0.7373046879999999,
Avg. Wages (Annual),NOR,Norway,2015,In 2018 constant prices at 2018 USD PPPs,50994.10315,USD,7.603433609,11.06676769,0.946833968,72.90000153,0.9476205109999999,0.23833723399999998,0.298814356,0.842887521,0.209409878,0.586871624,1.4247587919999998,1.9314028019999998,1.675640464,0.22037944199999998,0.275,0.272230769,0.37180686,,,,0.647737384,,0.7373046879999999,
Mortality Causes,NOR,Norway,2015,All causes of death,40686.0,NBPOPUPC,7.603433609,11.06676769,0.946833968,72.90000153,0.9476205109999999,0.23833723399999998,0.298814356,0.842887521,0.209409878,0.586871624,1.4247587919999998,1.9314028019999998,1.675640464,0.22037944199999998,0.275,0.272230769,0.37180686,,,,0.647737384,,0.7373046879999999,
Avg. Work Hours (Annual),NOR,Norway,2016,Total employment,1424.4,Hours,7.596331596000001,11.06912804,0.9597428440000001,73.0,0.9543523190000001,0.114254743,0.409666121,0.849625945,0.20926219199999999,0.657646239,1.432126164,1.9501390459999999,1.5792648790000001,0.207898363,,0.272230769,0.349659204,,,,0.647737384,,0.7373046879999999,
Avg. Wages (Annual),NOR,Norway,2016,In 2018 constant prices at 2018 USD PPPs,50207.05948,USD,7.596331596000001,11.06912804,0.9597428440000001,73.0,0.9543523190000001,0.114254743,0.409666121,0.849625945,0.20926219199999999,0.657646239,1.432126164,1.9501390459999999,1.5792648790000001,0.207898363,,0.272230769,0.349659204,,,,0.647737384,,0.7373046879999999,
Mortality Causes,NOR,Norway,2016,All causes of death,40609.0,NBPOPUPC,7.596331596000001,11.06912804,0.9597428440000001,73.0,0.9543523190000001,0.114254743,0.409666121,0.849625945,0.20926219199999999,0.657646239,1.432126164,1.9501390459999999,1.5792648790000001,0.207898363,,0.272230769,0.349659204,,,,0.647737384,,0.7373046879999999,
Avg. Work Hours (Annual),NOR,Norway,2017,Total employment,1419.1,Hours,7.578744887999999,11.07906151,0.9501276609999999,73.09999847,0.9530168179999999,0.21810506300000002,0.24971137899999998,0.849099994,0.202913806,0.7171597479999999,1.4226391319999998,2.013393879,1.6217260359999999,0.213983461,,0.272230769,0.328113139,,,,0.647737384,,0.7373046879999999,
Avg. Wages (Annual),NOR,Norway,2017,In 2018 constant prices at 2018 USD PPPs,50412.12115,USD,7.578744887999999,11.07906151,0.9501276609999999,73.09999847,0.9530168179999999,0.21810506300000002,0.24971137899999998,0.849099994,0.202913806,0.7171597479999999,1.4226391319999998,2.013393879,1.6217260359999999,0.213983461,,0.272230769,0.328113139,,,,0.647737384,,0.7373046879999999,
Avg. Work Hours (Annual),NOR,Norway,2018,Total employment,1416.4,Hours,7.444262028,11.08562565,0.965961933,73.19999695,0.9604290129999999,0.075728491,0.26820144100000004,0.827414036,0.21186237,0.6795029640000001,,,1.519595385,0.204129755,,0.272230769,0.33664917899999997,,,,0.647737384,,0.7373046879999999,
Avg. Wages (Annual),NOR,Norway,2018,In 2018 constant prices at 2018 USD PPPs,50955.82984,USD,7.444262028,11.08562565,0.965961933,73.19999695,0.9604290129999999,0.075728491,0.26820144100000004,0.827414036,0.21186237,0.6795029640000001,,,1.519595385,0.204129755,,0.272230769,0.33664917899999997,,,,0.647737384,,0.7373046879999999,
Avg. Work Hours (Annual),POL,Poland,2005,Total employment,1861.0,Hours,5.587209225,9.752287865,0.9215276240000001,66.30000305,0.782473147,,0.9829308990000001,0.715110958,0.282439232,0.06876874,0.652996957,0.5135063529999999,2.147829533,0.384419024,,,,,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998
Avg. Wages (Annual),POL,Poland,2005,In 2018 constant prices at 2018 USD PPPs,21062.706309999998,USD,5.587209225,9.752287865,0.9215276240000001,66.30000305,0.782473147,,0.9829308990000001,0.715110958,0.282439232,0.06876874,0.652996957,0.5135063529999999,2.147829533,0.384419024,,,,,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998
Mortality Causes,POL,Poland,2005,All causes of death,368285.0,NBPOPUPC,5.587209225,9.752287865,0.9215276240000001,66.30000305,0.782473147,,0.9829308990000001,0.715110958,0.282439232,0.06876874,0.652996957,0.5135063529999999,2.147829533,0.384419024,,,,,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998
Avg. Work Hours (Annual),POL,Poland,2007,Total employment,1859.0,Hours,5.886137486,9.881410599,0.912639678,66.69999695,0.772223353,-0.052926231,0.9252855179999999,0.760025561,0.237598762,0.18788348100000002,0.7811198229999999,0.471812963,1.922372341,0.32659319,,,,,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998
Avg. Wages (Annual),POL,Poland,2007,In 2018 constant prices at 2018 USD PPPs,21878.22485,USD,5.886137486,9.881410599,0.912639678,66.69999695,0.772223353,-0.052926231,0.9252855179999999,0.760025561,0.237598762,0.18788348100000002,0.7811198229999999,0.471812963,1.922372341,0.32659319,,,,,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998
Mortality Causes,POL,Poland,2007,All causes of death,377226.0,NBPOPUPC,5.886137486,9.881410599,0.912639678,66.69999695,0.772223353,-0.052926231,0.9252855179999999,0.760025561,0.237598762,0.18788348100000002,0.7811198229999999,0.471812963,1.922372341,0.32659319,,,,,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998
Avg. Work Hours (Annual),POL,Poland,2009,Total employment,1838.0,Hours,5.7720274929999995,9.950027466,0.9167981740000001,67.09999847,0.820649087,0.067381576,0.8977620009999999,0.6903505329999999,0.245965257,0.284511507,0.982480645,0.639321268,1.9303969140000001,0.334439993,,,,,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998
Avg. Wages (Annual),POL,Poland,2009,In 2018 constant prices at 2018 USD PPPs,22998.959069999997,USD,5.7720274929999995,9.950027466,0.9167981740000001,67.09999847,0.820649087,0.067381576,0.8977620009999999,0.6903505329999999,0.245965257,0.284511507,0.982480645,0.639321268,1.9303969140000001,0.334439993,,,,,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998
Mortality Causes,POL,Poland,2009,All causes of death,384940.0,NBPOPUPC,5.7720274929999995,9.950027466,0.9167981740000001,67.09999847,0.820649087,0.067381576,0.8977620009999999,0.6903505329999999,0.245965257,0.284511507,0.982480645,0.639321268,1.9303969140000001,0.334439993,,,,,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998
Avg. Work Hours (Annual),POL,Poland,2010,Total employment,1834.0,Hours,5.8870296479999995,9.98831749,0.95506531,67.30000305,0.794900477,-0.004292628,0.9046972990000001,0.736897647,0.234237015,0.333801061,1.02746582,0.700623572,1.9359594580000001,0.32885167,,,0.392158389,0.276937902,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998
Avg. Wages (Annual),POL,Poland,2010,In 2018 constant prices at 2018 USD PPPs,23652.32651,USD,5.8870296479999995,9.98831749,0.95506531,67.30000305,0.794900477,-0.004292628,0.9046972990000001,0.736897647,0.234237015,0.333801061,1.02746582,0.700623572,1.9359594580000001,0.32885167,,,0.392158389,0.276937902,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998
Mortality Causes,POL,Poland,2010,All causes of death,378478.0,NBPOPUPC,5.8870296479999995,9.98831749,0.95506531,67.30000305,0.794900477,-0.004292628,0.9046972990000001,0.736897647,0.234237015,0.333801061,1.02746582,0.700623572,1.9359594580000001,0.32885167,,,0.392158389,0.276937902,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998
Avg. Work Hours (Annual),POL,Poland,2011,Total employment,1829.0,Hours,5.646204947999999,10.03673458,0.9045786259999999,67.45999908,0.868148923,-0.072977275,0.907953143,0.725359917,0.22381022600000003,0.27237618,1.049845338,0.718040705,1.9604818819999998,0.347221166,,,0.367741227,,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998
Avg. Wages (Annual),POL,Poland,2011,In 2018 constant prices at 2018 USD PPPs,23654.20807,USD,5.646204947999999,10.03673458,0.9045786259999999,67.45999908,0.868148923,-0.072977275,0.907953143,0.725359917,0.22381022600000003,0.27237618,1.049845338,0.718040705,1.9604818819999998,0.347221166,,,0.367741227,,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998
Mortality Causes,POL,Poland,2011,All causes of death,375501.0,NBPOPUPC,5.646204947999999,10.03673458,0.9045786259999999,67.45999908,0.868148923,-0.072977275,0.907953143,0.725359917,0.22381022600000003,0.27237618,1.049845338,0.718040705,1.9604818819999998,0.347221166,,,0.367741227,,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998
Avg. Work Hours (Annual),POL,Poland,2012,Total employment,1824.0,Hours,5.87593174,10.05268764,0.9359238740000001,67.62000275,0.811301708,-0.03269821,0.8878958229999999,0.7874891759999999,0.266746789,0.26862874600000003,1.056877136,0.769939899,1.88393259,0.32061854,,,0.347640306,,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998
Avg. Wages (Annual),POL,Poland,2012,In 2018 constant prices at 2018 USD PPPs,23445.50559,USD,5.87593174,10.05268764,0.9359238740000001,67.62000275,0.811301708,-0.03269821,0.8878958229999999,0.7874891759999999,0.266746789,0.26862874600000003,1.056877136,0.769939899,1.88393259,0.32061854,,,0.347640306,,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998
Mortality Causes,POL,Poland,2012,All causes of death,384788.0,NBPOPUPC,5.87593174,10.05268764,0.9359238740000001,67.62000275,0.811301708,-0.03269821,0.8878958229999999,0.7874891759999999,0.266746789,0.26862874600000003,1.056877136,0.769939899,1.88393259,0.32061854,,,0.347640306,,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998
Avg. Work Hours (Annual),POL,Poland,2013,Total employment,1821.0,Hours,5.746131897000001,10.06711483,0.911934912,67.77999878,0.775931358,-0.143367842,0.915677428,0.784124315,0.241980955,0.163588136,0.98574698,0.7961180809999999,1.911393523,0.332640022,,,0.29998320300000003,,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998
Avg. Wages (Annual),POL,Poland,2013,In 2018 constant prices at 2018 USD PPPs,23712.96247,USD,5.746131897000001,10.06711483,0.911934912,67.77999878,0.775931358,-0.143367842,0.915677428,0.784124315,0.241980955,0.163588136,0.98574698,0.7961180809999999,1.911393523,0.332640022,,,0.29998320300000003,,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998
