Dataset,COU,Country,Year,Description,Value,Unit,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality,Standard deviation of ladder by country-year,Standard deviation/Mean of ladder by country-year,GINI index (World Bank estimate),"GINI index (World Bank estimate), average 2000-16","gini of household income reported in Gallup, by wp5-year","Most people can be trusted, Gallup","Most people can be trusted, WVS round 1981-1984","Most people can be trusted, WVS round 1989-1993","Most people can be trusted, WVS round 1994-1998","Most people can be trusted, WVS round 1999-2004","Most people can be trusted, WVS round 2005-2009","Most people can be trusted, WVS round 2010-2014"
Avg. Work Hours (Annual),AUS,Australia,2005,Total employment,1732.26,Hours,7.3406882289999995,10.56947041,0.96789217,71.40000153,0.9349733,,0.39041593700000005,0.842647672,0.23801209,0.532063305,1.200283527,1.757166386,1.527052522,0.208025798,,0.34275,,,0.478149384,,0.39449206,,0.461379021,0.518140078
Avg. Wages (Annual),AUS,Australia,2005,In 2018 constant prices at 2018 USD PPPs,48891.305010000004,USD,7.3406882289999995,10.56947041,0.96789217,71.40000153,0.9349733,,0.39041593700000005,0.842647672,0.23801209,0.532063305,1.200283527,1.757166386,1.527052522,0.208025798,,0.34275,,,0.478149384,,0.39449206,,0.461379021,0.518140078
Avg. Work Hours (Annual),AUS,Australia,2007,Total employment,1722.64,Hours,7.285390854,10.61349678,0.965276182,71.72000122,0.890681982,0.33866369700000004,0.5125784870000001,0.8262509109999999,0.215350643,0.526932836,1.148994923,1.820202231,1.763631463,0.242077813,,0.34275,,,0.478149384,,0.39449206,,0.461379021,0.518140078
Avg. Wages (Annual),AUS,Australia,2007,In 2018 constant prices at 2018 USD PPPs,50565.39819,USD,7.285390854,10.61349678,0.965276182,71.72000122,0.890681982,0.33866369700000004,0.5125784870000001,0.8262509109999999,0.215350643,0.526932836,1.148994923,1.820202231,1.763631463,0.242077813,,0.34275,,,0.478149384,,0.39449206,,0.461379021,0.518140078
Mortality Causes,AUS,Australia,2007,All causes of death,137854.0,NBPOPUPC,7.285390854,10.61349678,0.965276182,71.72000122,0.890681982,0.33866369700000004,0.5125784870000001,0.8262509109999999,0.215350643,0.526932836,1.148994923,1.820202231,1.763631463,0.242077813,,0.34275,,,0.478149384,,0.39449206,,0.461379021,0.518140078
Avg. Work Hours (Annual),AUS,Australia,2008,Total employment,1720.88,Hours,7.253757477000001,10.62938118,0.946635187,71.87999725,0.915733337,0.29685354199999997,0.430810511,0.826390505,0.218427315,0.6446754339999999,1.161860466,1.8433054690000001,1.688850999,0.23282429600000001,0.354,0.34275,,,0.478149384,,0.39449206,,0.461379021,0.518140078
Avg. Wages (Annual),AUS,Australia,2008,In 2018 constant prices at 2018 USD PPPs,50973.19265,USD,7.253757477000001,10.62938118,0.946635187,71.87999725,0.915733337,0.29685354199999997,0.430810511,0.826390505,0.218427315,0.6446754339999999,1.161860466,1.8433054690000001,1.688850999,0.23282429600000001,0.354,0.34275,,,0.478149384,,0.39449206,,0.461379021,0.518140078
Mortality Causes,AUS,Australia,2008,All causes of death,143946.0,NBPOPUPC,7.253757477000001,10.62938118,0.946635187,71.87999725,0.915733337,0.29685354199999997,0.430810511,0.826390505,0.218427315,0.6446754339999999,1.161860466,1.8433054690000001,1.688850999,0.23282429600000001,0.354,0.34275,,,0.478149384,,0.39449206,,0.461379021,0.518140078
Avg. Work Hours (Annual),AUS,Australia,2010,Total employment,1699.94,Hours,7.450047016,10.63258171,0.95451957,72.19999695,0.932058573,0.308317155,0.36612740200000005,0.8342362640000001,0.22007320800000002,0.609752893,1.154312849,1.8158979419999999,1.737801909,0.233260527,0.34700000000000003,0.34275,0.412946343,,0.478149384,,0.39449206,,0.461379021,0.518140078
Avg. Wages (Annual),AUS,Australia,2010,In 2018 constant prices at 2018 USD PPPs,52252.979439999996,USD,7.450047016,10.63258171,0.95451957,72.19999695,0.932058573,0.308317155,0.36612740200000005,0.8342362640000001,0.22007320800000002,0.609752893,1.154312849,1.8158979419999999,1.737801909,0.233260527,0.34700000000000003,0.34275,0.412946343,,0.478149384,,0.39449206,,0.461379021,0.518140078
Mortality Causes,AUS,Australia,2010,All causes of death,143473.0,NBPOPUPC,7.450047016,10.63258171,0.95451957,72.19999695,0.932058573,0.308317155,0.36612740200000005,0.8342362640000001,0.22007320800000002,0.609752893,1.154312849,1.8158979419999999,1.737801909,0.233260527,0.34700000000000003,0.34275,0.412946343,,0.478149384,,0.39449206,,0.461379021,0.518140078
Avg. Work Hours (Annual),AUS,Australia,2011,Total employment,1699.92,Hours,7.405616283,10.64290237,0.9670292140000001,72.30000305,0.9445864559999999,0.360889763,0.381771743,0.8158602709999999,0.195323676,0.5307866929999999,1.1947155,1.8354439740000001,1.7759034630000001,0.23980495300000002,,0.34275,0.43118131200000004,,0.478149384,,0.39449206,,0.461379021,0.518140078
Avg. Wages (Annual),AUS,Australia,2011,In 2018 constant prices at 2018 USD PPPs,53905.77401,USD,7.405616283,10.64290237,0.9670292140000001,72.30000305,0.9445864559999999,0.360889763,0.381771743,0.8158602709999999,0.195323676,0.5307866929999999,1.1947155,1.8354439740000001,1.7759034630000001,0.23980495300000002,,0.34275,0.43118131200000004,,0.478149384,,0.39449206,,0.461379021,0.518140078
Mortality Causes,AUS,Australia,2011,All causes of death,146932.0,NBPOPUPC,7.405616283,10.64290237,0.9670292140000001,72.30000305,0.9445864559999999,0.360889763,0.381771743,0.8158602709999999,0.195323676,0.5307866929999999,1.1947155,1.8354439740000001,1.7759034630000001,0.23980495300000002,,0.34275,0.43118131200000004,,0.478149384,,0.39449206,,0.461379021,0.518140078
Avg. Work Hours (Annual),AUS,Australia,2012,Total employment,1692.55,Hours,7.195585727999999,10.66322899,0.9445990320000001,72.40000153,0.935146272,0.265168518,0.368251741,0.810741782,0.214396909,0.420419186,1.248593807,1.79015696,1.761226296,0.24476482,,0.34275,0.40605643399999997,,0.478149384,,0.39449206,,0.461379021,0.518140078
Avg. Wages (Annual),AUS,Australia,2012,In 2018 constant prices at 2018 USD PPPs,54226.18947999999,USD,7.195585727999999,10.66322899,0.9445990320000001,72.40000153,0.935146272,0.265168518,0.368251741,0.810741782,0.214396909,0.420419186,1.248593807,1.79015696,1.761226296,0.24476482,,0.34275,0.40605643399999997,,0.478149384,,0.39449206,,0.461379021,0.518140078
Mortality Causes,AUS,Australia,2012,All causes of death,147098.0,NBPOPUPC,7.195585727999999,10.66322899,0.9445990320000001,72.40000153,0.935146272,0.265168518,0.368251741,0.810741782,0.214396909,0.420419186,1.248593807,1.79015696,1.761226296,0.24476482,,0.34275,0.40605643399999997,,0.478149384,,0.39449206,,0.461379021,0.518140078
Avg. Work Hours (Annual),AUS,Australia,2013,Total employment,1689.38,Hours,7.364169121000001,10.67169762,0.9282051920000001,72.5,0.933379173,0.26027953600000003,0.43153902899999996,0.818835258,0.177142262,0.455871463,1.233743429,1.75117445,1.737719178,0.23596948399999998,,0.34275,0.38120749600000003,,0.478149384,,0.39449206,,0.461379021,0.518140078
Avg. Wages (Annual),AUS,Australia,2013,In 2018 constant prices at 2018 USD PPPs,53977.41911,USD,7.364169121000001,10.67169762,0.9282051920000001,72.5,0.933379173,0.26027953600000003,0.43153902899999996,0.818835258,0.177142262,0.455871463,1.233743429,1.75117445,1.737719178,0.23596948399999998,,0.34275,0.38120749600000003,,0.478149384,,0.39449206,,0.461379021,0.518140078
Mortality Causes,AUS,Australia,2013,All causes of death,147678.0,NBPOPUPC,7.364169121000001,10.67169762,0.9282051920000001,72.5,0.933379173,0.26027953600000003,0.43153902899999996,0.818835258,0.177142262,0.455871463,1.233743429,1.75117445,1.737719178,0.23596948399999998,,0.34275,0.38120749600000003,,0.478149384,,0.39449206,,0.461379021,0.518140078
Avg. Work Hours (Annual),AUS,Australia,2014,Total employment,1683.27,Hours,7.288550377000001,10.68160057,0.92379874,72.59999847,0.9229322670000001,0.31003502,0.44202137,0.775209963,0.245304301,0.464676231,1.196954012,1.81184423,1.7954154009999999,0.24633367399999997,,0.34275,0.451516807,,0.478149384,,0.39449206,,0.461379021,0.518140078
Avg. Wages (Annual),AUS,Australia,2014,In 2018 constant prices at 2018 USD PPPs,54391.75744,USD,7.288550377000001,10.68160057,0.92379874,72.59999847,0.9229322670000001,0.31003502,0.44202137,0.775209963,0.245304301,0.464676231,1.196954012,1.81184423,1.7954154009999999,0.24633367399999997,,0.34275,0.451516807,,0.478149384,,0.39449206,,0.461379021,0.518140078
Mortality Causes,AUS,Australia,2014,All causes of death,153580.0,NBPOPUPC,7.288550377000001,10.68160057,0.92379874,72.59999847,0.9229322670000001,0.31003502,0.44202137,0.775209963,0.245304301,0.464676231,1.196954012,1.81184423,1.7954154009999999,0.24633367399999997,,0.34275,0.451516807,,0.478149384,,0.39449206,,0.461379021,0.518140078
Avg. Work Hours (Annual),AUS,Australia,2015,Total employment,1683.55,Hours,7.309060574,10.6901989,0.95186156,72.69999695,0.9218710059999999,0.323258132,0.35655438899999997,0.7900502090000001,0.209636971,0.47855684200000004,1.1202399729999999,1.765201688,1.686917663,0.230798155,,0.34275,0.416127056,,0.478149384,,0.39449206,,0.461379021,0.518140078
Avg. Wages (Annual),AUS,Australia,2015,In 2018 constant prices at 2018 USD PPPs,53946.26631,USD,7.309060574,10.6901989,0.95186156,72.69999695,0.9218710059999999,0.323258132,0.35655438899999997,0.7900502090000001,0.209636971,0.47855684200000004,1.1202399729999999,1.765201688,1.686917663,0.230798155,,0.34275,0.416127056,,0.478149384,,0.39449206,,0.461379021,0.518140078
Mortality Causes,AUS,Australia,2015,All causes of death,159052.0,NBPOPUPC,7.309060574,10.6901989,0.95186156,72.69999695,0.9218710059999999,0.323258132,0.35655438899999997,0.7900502090000001,0.209636971,0.47855684200000004,1.1202399729999999,1.765201688,1.686917663,0.230798155,,0.34275,0.416127056,,0.478149384,,0.39449206,,0.461379021,0.518140078
Avg. Work Hours (Annual),AUS,Australia,2016,Total employment,1673.4,Hours,7.250080109,10.7030983,0.942334235,73.0,0.922315717,0.229792744,0.39854511600000003,0.790868282,0.236085787,0.452731758,1.199453712,1.759352803,1.6988278630000002,0.234318495,,0.34275,0.520914137,,0.478149384,,0.39449206,,0.461379021,0.518140078
Avg. Wages (Annual),AUS,Australia,2016,In 2018 constant prices at 2018 USD PPPs,53971.597460000005,USD,7.250080109,10.7030983,0.942334235,73.0,0.922315717,0.229792744,0.39854511600000003,0.790868282,0.236085787,0.452731758,1.199453712,1.759352803,1.6988278630000002,0.234318495,,0.34275,0.520914137,,0.478149384,,0.39449206,,0.461379021,0.518140078
Mortality Causes,AUS,Australia,2016,All causes of death,158504.0,NBPOPUPC,7.250080109,10.7030983,0.942334235,73.0,0.922315717,0.229792744,0.39854511600000003,0.790868282,0.236085787,0.452731758,1.199453712,1.759352803,1.6988278630000002,0.234318495,,0.34275,0.520914137,,0.478149384,,0.39449206,,0.461379021,0.518140078
Avg. Work Hours (Annual),AUS,Australia,2017,Total employment,1674.9,Hours,7.25703764,10.70658112,0.9499578479999999,73.30000305,0.9105501770000001,0.308772951,0.411346525,0.7800788879999999,0.225360975,0.45340696,1.140083551,1.7356719969999999,1.745698929,0.24055255899999997,,0.34275,0.428340912,,0.478149384,,0.39449206,,0.461379021,0.518140078
Avg. Wages (Annual),AUS,Australia,2017,In 2018 constant prices at 2018 USD PPPs,53507.28546,USD,7.25703764,10.70658112,0.9499578479999999,73.30000305,0.9105501770000001,0.308772951,0.411346525,0.7800788879999999,0.225360975,0.45340696,1.140083551,1.7356719969999999,1.745698929,0.24055255899999997,,0.34275,0.428340912,,0.478149384,,0.39449206,,0.461379021,0.518140078
Avg. Work Hours (Annual),AUS,Australia,2018,Total employment,1665.04,Hours,7.17699337,10.721020699999999,0.940137267,73.59999847,0.916028142,0.137795404,0.40464749899999997,0.7590188379999999,0.18745636899999998,0.46883687399999996,,,1.750282526,0.243874058,,0.34275,0.429814219,,0.478149384,,0.39449206,,0.461379021,0.518140078
Avg. Wages (Annual),AUS,Australia,2018,In 2018 constant prices at 2018 USD PPPs,53349.41362,USD,7.17699337,10.721020699999999,0.940137267,73.59999847,0.916028142,0.137795404,0.40464749899999997,0.7590188379999999,0.18745636899999998,0.46883687399999996,,,1.750282526,0.243874058,,0.34275,0.429814219,,0.478149384,,0.39449206,,0.461379021,0.518140078
Avg. Work Hours (Annual),AUT,Austria,2006,Total employment,1622.0,Hours,7.1222114560000005,10.65721226,0.936350405,70.76000214,0.9413823490000001,0.300667107,0.49011117200000004,0.823104739,0.173811689,0.497037798,1.224309206,1.8259147409999998,1.760391593,0.247169241,0.29600000000000004,0.302692308,,,,,,,,
Avg. Wages (Annual),AUT,Austria,2006,In 2018 constant prices at 2018 USD PPPs,48411.60974,USD,7.1222114560000005,10.65721226,0.936350405,70.76000214,0.9413823490000001,0.300667107,0.49011117200000004,0.823104739,0.173811689,0.497037798,1.224309206,1.8259147409999998,1.760391593,0.247169241,0.29600000000000004,0.302692308,,,,,,,,
Mortality Causes,AUT,Austria,2006,All causes of death,74295.0,NBPOPUPC,7.1222114560000005,10.65721226,0.936350405,70.76000214,0.9413823490000001,0.300667107,0.49011117200000004,0.823104739,0.173811689,0.497037798,1.224309206,1.8259147409999998,1.760391593,0.247169241,0.29600000000000004,0.302692308,,,,,,,,
Avg. Work Hours (Annual),AUT,Austria,2008,Total employment,1605.0,Hours,7.180953979,10.70193577,0.9345927829999999,71.08000183,0.879069269,0.289451838,0.613625228,0.8321695920000001,0.17319452800000001,0.257242203,1.3488351109999999,1.788303375,1.693994999,0.235901102,0.304,0.302692308,,,,,,,,
Avg. Wages (Annual),AUT,Austria,2008,In 2018 constant prices at 2018 USD PPPs,49509.35566,USD,7.180953979,10.70193577,0.9345927829999999,71.08000183,0.879069269,0.289451838,0.613625228,0.8321695920000001,0.17319452800000001,0.257242203,1.3488351109999999,1.788303375,1.693994999,0.235901102,0.304,0.302692308,,,,,,,,
Mortality Causes,AUT,Austria,2008,All causes of death,75083.0,NBPOPUPC,7.180953979,10.70193577,0.9345927829999999,71.08000183,0.879069269,0.289451838,0.613625228,0.8321695920000001,0.17319452800000001,0.257242203,1.3488351109999999,1.788303375,1.693994999,0.235901102,0.304,0.302692308,,,,,,,,
Avg. Work Hours (Annual),AUT,Austria,2010,Total employment,1557.0,Hours,7.302678585,10.67674351,0.9141933320000001,71.40000153,0.8959797620000001,0.129111528,0.546144843,0.8147191999999999,0.155792549,0.48644661899999997,1.291469574,1.6700849530000001,1.7532476190000001,0.240082815,0.303,0.302692308,0.367440253,0.30066517,,,,,,
Avg. Wages (Annual),AUT,Austria,2010,In 2018 constant prices at 2018 USD PPPs,50096.714439999996,USD,7.302678585,10.67674351,0.9141933320000001,71.40000153,0.8959797620000001,0.129111528,0.546144843,0.8147191999999999,0.155792549,0.48644661899999997,1.291469574,1.6700849530000001,1.7532476190000001,0.240082815,0.303,0.302692308,0.367440253,0.30066517,,,,,,
Mortality Causes,AUT,Austria,2010,All causes of death,77199.0,NBPOPUPC,7.302678585,10.67674351,0.9141933320000001,71.40000153,0.8959797620000001,0.129111528,0.546144843,0.8147191999999999,0.155792549,0.48644661899999997,1.291469574,1.6700849530000001,1.7532476190000001,0.240082815,0.303,0.302692308,0.367440253,0.30066517,,,,,,
Avg. Work Hours (Annual),AUT,Austria,2011,Total employment,1562.0,Hours,7.470512867,10.70218182,0.944156826,71.54000092,0.9393556120000001,0.129719824,0.702721,0.7894708509999999,0.14523755,0.406920105,1.297982693,1.5584615469999998,1.848879695,0.24749033199999998,0.308,0.302692308,0.34694165,,,,,,,
Avg. Wages (Annual),AUT,Austria,2011,In 2018 constant prices at 2018 USD PPPs,49578.9147,USD,7.470512867,10.70218182,0.944156826,71.54000092,0.9393556120000001,0.129719824,0.702721,0.7894708509999999,0.14523755,0.406920105,1.297982693,1.5584615469999998,1.848879695,0.24749033199999998,0.308,0.302692308,0.34694165,,,,,,,
Mortality Causes,AUT,Austria,2011,All causes of death,76479.0,NBPOPUPC,7.470512867,10.70218182,0.944156826,71.54000092,0.9393556120000001,0.129719824,0.702721,0.7894708509999999,0.14523755,0.406920105,1.297982693,1.5584615469999998,1.848879695,0.24749033199999998,0.308,0.302692308,0.34694165,,,,,,,
Avg. Work Hours (Annual),AUT,Austria,2012,Total employment,1540.0,Hours,7.400688647999999,10.70440388,0.9451423879999999,71.68000031,0.919703901,0.11593899099999999,0.770585775,0.8222477440000001,0.15667499599999998,0.376573861,1.39467001,1.586992741,1.7226686480000002,0.232771397,0.305,0.302692308,0.323470145,,,,,,,
Avg. Wages (Annual),AUT,Austria,2012,In 2018 constant prices at 2018 USD PPPs,49835.11427,USD,7.400688647999999,10.70440388,0.9451423879999999,71.68000031,0.919703901,0.11593899099999999,0.770585775,0.8222477440000001,0.15667499599999998,0.376573861,1.39467001,1.586992741,1.7226686480000002,0.232771397,0.305,0.302692308,0.323470145,,,,,,,
Mortality Causes,AUT,Austria,2012,All causes of death,79436.0,NBPOPUPC,7.400688647999999,10.70440388,0.9451423879999999,71.68000031,0.919703901,0.11593899099999999,0.770585775,0.8222477440000001,0.15667499599999998,0.376573861,1.39467001,1.586992741,1.7226686480000002,0.232771397,0.305,0.302692308,0.323470145,,,,,,,
Avg. Work Hours (Annual),AUT,Austria,2013,Total employment,1525.0,Hours,7.498802662,10.6987648,0.9498091940000001,71.81999969,0.921734452,0.166400507,0.6789368990000001,0.787312806,0.162603319,0.417099237,1.410333991,1.620333314,1.861462116,0.248234585,0.308,0.302692308,0.359079063,,,,,,,
Avg. Wages (Annual),AUT,Austria,2013,In 2018 constant prices at 2018 USD PPPs,49896.49234,USD,7.498802662,10.6987648,0.9498091940000001,71.81999969,0.921734452,0.166400507,0.6789368990000001,0.787312806,0.162603319,0.417099237,1.410333991,1.620333314,1.861462116,0.248234585,0.308,0.302692308,0.359079063,,,,,,,
Mortality Causes,AUT,Austria,2013,All causes of death,79526.0,NBPOPUPC,7.498802662,10.6987648,0.9498091940000001,71.81999969,0.921734452,0.166400507,0.6789368990000001,0.787312806,0.162603319,0.417099237,1.410333991,1.620333314,1.861462116,0.248234585,0.308,0.302692308,0.359079063,,,,,,,
Avg. Work Hours (Annual),AUT,Austria,2014,Total employment,1516.0,Hours,6.9499998089999995,10.69920254,0.8989204759999999,71.95999908,0.8850268720000001,0.11564018599999999,0.566931307,0.7796927690000001,0.17014955,0.40769541299999995,1.331010818,1.6218787430000001,1.836291671,0.264214635,0.305,0.302692308,0.344870776,,,,,,,
Avg. Wages (Annual),AUT,Austria,2014,In 2018 constant prices at 2018 USD PPPs,50082.84861,USD,6.9499998089999995,10.69920254,0.8989204759999999,71.95999908,0.8850268720000001,0.11564018599999999,0.566931307,0.7796927690000001,0.17014955,0.40769541299999995,1.331010818,1.6218787430000001,1.836291671,0.264214635,0.305,0.302692308,0.344870776,,,,,,,
Mortality Causes,AUT,Austria,2014,All causes of death,78252.0,NBPOPUPC,6.9499998089999995,10.69920254,0.8989204759999999,71.95999908,0.8850268720000001,0.11564018599999999,0.566931307,0.7796927690000001,0.17014955,0.40769541299999995,1.331010818,1.6218787430000001,1.836291671,0.264214635,0.305,0.302692308,0.344870776,,,,,,,
Avg. Work Hours (Annual),AUT,Austria,2015,Total employment,1500.0,Hours,7.07644701,10.69885254,0.9281103009999999,72.09999847,0.900305152,0.09687189,0.55747962,0.798262954,0.16446903300000001,0.454789877,1.263259649,1.564293861,1.7628169059999999,0.249110445,0.305,0.302692308,0.319265366,,,,,,,
Avg. Wages (Annual),AUT,Austria,2015,In 2018 constant prices at 2018 USD PPPs,50373.81106,USD,7.07644701,10.69885254,0.9281103009999999,72.09999847,0.900305152,0.09687189,0.55747962,0.798262954,0.16446903300000001,0.454789877,1.263259649,1.564293861,1.7628169059999999,0.249110445,0.305,0.302692308,0.319265366,,,,,,,
Mortality Causes,AUT,Austria,2015,All causes of death,83073.0,NBPOPUPC,7.07644701,10.69885254,0.9281103009999999,72.09999847,0.900305152,0.09687189,0.55747962,0.798262954,0.16446903300000001,0.454789877,1.263259649,1.564293861,1.7628169059999999,0.249110445,0.305,0.302692308,0.319265366,,,,,,,
Avg. Work Hours (Annual),AUT,Austria,2016,Total employment,1512.0,Hours,7.048071861,10.70244312,0.9263185859999999,72.40000153,0.888513982,0.078159958,0.52364099,0.755902588,0.19742384600000001,0.43263822799999996,1.12349689,1.579037547,1.7044001819999999,0.241825029,,0.302692308,0.292294294,,,,,,,
Avg. Wages (Annual),AUT,Austria,2016,In 2018 constant prices at 2018 USD PPPs,50906.020280000004,USD,7.048071861,10.70244312,0.9263185859999999,72.40000153,0.888513982,0.078159958,0.52364099,0.755902588,0.19742384600000001,0.43263822799999996,1.12349689,1.579037547,1.7044001819999999,0.241825029,,0.302692308,0.292294294,,,,,,,
Mortality Causes,AUT,Austria,2016,All causes of death,80669.0,NBPOPUPC,7.048071861,10.70244312,0.9263185859999999,72.40000153,0.888513982,0.078159958,0.52364099,0.755902588,0.19742384600000001,0.43263822799999996,1.12349689,1.579037547,1.7044001819999999,0.241825029,,0.302692308,0.292294294,,,,,,,
Avg. Work Hours (Annual),AUT,Austria,2017,Total employment,1511.0,Hours,7.293727875,10.72407532,0.9062178129999999,72.69999695,0.8900305629999999,0.131114438,0.518303812,0.747568727,0.18026872,0.43590793,1.189480543,1.5593127009999999,1.5610619780000001,0.21402800100000002,,0.302692308,0.322941631,,,,,,,
Avg. Wages (Annual),AUT,Austria,2017,In 2018 constant prices at 2018 USD PPPs,50851.39713,USD,7.293727875,10.72407532,0.9062178129999999,72.69999695,0.8900305629999999,0.131114438,0.518303812,0.747568727,0.18026872,0.43590793,1.189480543,1.5593127009999999,1.5610619780000001,0.21402800100000002,,0.302692308,0.322941631,,,,,,,
Mortality Causes,AUT,Austria,2017,All causes of death,83270.0,NBPOPUPC,7.293727875,10.72407532,0.9062178129999999,72.69999695,0.8900305629999999,0.131114438,0.518303812,0.747568727,0.18026872,0.43590793,1.189480543,1.5593127009999999,1.5610619780000001,0.21402800100000002,,0.302692308,0.322941631,,,,,,,
Avg. Work Hours (Annual),AUT,Austria,2018,Total employment,1511.0,Hours,7.396001816,10.74189281,0.911668122,73.0,0.9041119809999999,0.051552333,0.52306056,0.75235039,0.226058796,0.488678724,,,1.5519400840000002,0.20983500800000002,,0.302692308,0.299504399,,,,,,,
Avg. Wages (Annual),AUT,Austria,2018,In 2018 constant prices at 2018 USD PPPs,50868.24601,USD,7.396001816,10.74189281,0.911668122,73.0,0.9041119809999999,0.051552333,0.52306056,0.75235039,0.226058796,0.488678724,,,1.5519400840000002,0.20983500800000002,,0.302692308,0.299504399,,,,,,,
Avg. Work Hours (Annual),BEL,Belgium,2005,Total employment,1565.0,Hours,7.262290478,10.59169674,0.934874713,69.90000153,0.9238430259999999,,0.597554445,0.796278775,0.26037994,0.5517050029999999,1.1082865,1.409674048,1.49996388,0.206541434,0.293,0.284307692,,,,,,,,
Avg. Wages (Annual),BEL,Belgium,2005,In 2018 constant prices at 2018 USD PPPs,50609.888060000005,USD,7.262290478,10.59169674,0.934874713,69.90000153,0.9238430259999999,,0.597554445,0.796278775,0.26037994,0.5517050029999999,1.1082865,1.409674048,1.49996388,0.206541434,0.293,0.284307692,,,,,,,,
Mortality Causes,BEL,Belgium,2005,All causes of death,102934.0,NBPOPUPC,7.262290478,10.59169674,0.934874713,69.90000153,0.9238430259999999,,0.597554445,0.796278775,0.26037994,0.5517050029999999,1.1082865,1.409674048,1.49996388,0.206541434,0.293,0.284307692,,,,,,,,
Avg. Work Hours (Annual),BEL,Belgium,2007,Total employment,1577.0,Hours,7.218839645,10.63641834,0.9216027859999999,70.26000214,0.900870383,0.065763429,0.721093476,0.8134771590000001,0.217604309,0.602238297,1.059100151,1.4287931919999999,1.466421485,0.203138113,0.292,0.284307692,,,,,,,,
Avg. Wages (Annual),BEL,Belgium,2007,In 2018 constant prices at 2018 USD PPPs,50575.4021,USD,7.218839645,10.63641834,0.9216027859999999,70.26000214,0.900870383,0.065763429,0.721093476,0.8134771590000001,0.217604309,0.602238297,1.059100151,1.4287931919999999,1.466421485,0.203138113,0.292,0.284307692,,,,,,,,
Mortality Causes,BEL,Belgium,2007,All causes of death,101384.0,NBPOPUPC,7.218839645,10.63641834,0.9216027859999999,70.26000214,0.900870383,0.065763429,0.721093476,0.8134771590000001,0.217604309,0.602238297,1.059100151,1.4287931919999999,1.466421485,0.203138113,0.292,0.284307692,,,,,,,,
Avg. Work Hours (Annual),BEL,Belgium,2008,Total employment,1570.0,Hours,7.116590977,10.63632011,0.92297703,70.44000244,0.8870267270000001,0.0029979890000000004,0.651800513,0.81312269,0.241797924,0.46313706,0.973115921,1.378922582,1.528169155,0.21473331699999998,0.284,0.284307692,,,,,,,,
Avg. Wages (Annual),BEL,Belgium,2008,In 2018 constant prices at 2018 USD PPPs,50725.0265,USD,7.116590977,10.63632011,0.92297703,70.44000244,0.8870267270000001,0.0029979890000000004,0.651800513,0.81312269,0.241797924,0.46313706,0.973115921,1.378922582,1.528169155,0.21473331699999998,0.284,0.284307692,,,,,,,,
Mortality Causes,BEL,Belgium,2008,All causes of death,103759.0,NBPOPUPC,7.116590977,10.63632011,0.92297703,70.44000244,0.8870267270000001,0.0029979890000000004,0.651800513,0.81312269,0.241797924,0.46313706,0.973115921,1.378922582,1.528169155,0.21473331699999998,0.284,0.284307692,,,,,,,,
Avg. Work Hours (Annual),BEL,Belgium,2010,Total employment,1546.0,Hours,6.853514194,10.62342072,0.930570185,70.80000305,0.806930244,0.018612977,0.697365582,0.8282585140000001,0.24036432800000002,0.33651647,1.085666656,1.4451680180000002,1.603352189,0.23394599600000002,0.284,0.284307692,0.393780649,0.306120813,,,,,,
Avg. Wages (Annual),BEL,Belgium,2010,In 2018 constant prices at 2018 USD PPPs,50872.487,USD,6.853514194,10.62342072,0.930570185,70.80000305,0.806930244,0.018612977,0.697365582,0.8282585140000001,0.24036432800000002,0.33651647,1.085666656,1.4451680180000002,1.603352189,0.23394599600000002,0.284,0.284307692,0.393780649,0.306120813,,,,,,
Mortality Causes,BEL,Belgium,2010,All causes of death,105152.0,NBPOPUPC,6.853514194,10.62342072,0.930570185,70.80000305,0.806930244,0.018612977,0.697365582,0.8282585140000001,0.24036432800000002,0.33651647,1.085666656,1.4451680180000002,1.603352189,0.23394599600000002,0.284,0.284307692,0.393780649,0.306120813,,,,,,
Avg. Work Hours (Annual),BEL,Belgium,2011,Total employment,1560.0,Hours,7.111363888,10.627375599999999,0.9369554520000001,70.91999817,0.880153596,-0.01785933,0.711043894,0.834544539,0.225056365,0.289129466,1.139849305,1.472870708,1.62850821,0.229000822,0.281,0.284307692,0.447315395,,,,,,,
Avg. Wages (Annual),BEL,Belgium,2011,In 2018 constant prices at 2018 USD PPPs,51204.9434,USD,7.111363888,10.627375599999999,0.9369554520000001,70.91999817,0.880153596,-0.01785933,0.711043894,0.834544539,0.225056365,0.289129466,1.139849305,1.472870708,1.62850821,0.229000822,0.281,0.284307692,0.447315395,,,,,,,
Mortality Causes,BEL,Belgium,2011,All causes of death,104292.0,NBPOPUPC,7.111363888,10.627375599999999,0.9369554520000001,70.91999817,0.880153596,-0.01785933,0.711043894,0.834544539,0.225056365,0.289129466,1.139849305,1.472870708,1.62850821,0.229000822,0.281,0.284307692,0.447315395,,,,,,,
Avg. Work Hours (Annual),BEL,Belgium,2012,Total employment,1560.0,Hours,6.935122012999999,10.62246037,0.92711705,71.04000092,0.8552666309999999,-0.053328025999999994,0.7575725320000001,0.820485771,0.23827680899999998,0.44011718,1.136510849,1.466563344,1.834067941,0.264460802,0.275,0.284307692,0.327320158,,,,,,,
