COU,Country,Year,Avg. Work Hours (Annual),Avg. Wages (Annual),GDP (constant 2010 US$),Population density (people per sq. km of land area),Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality,Standard deviation of ladder by country-year,Standard deviation/Mean of ladder by country-year,"gini of household income reported in Gallup, by wp5-year"
DEU,Germany,2011,1392.8,45209.41817,3542160000000.0,230.3046333,6.621312141000001,10.6617794,0.947236657,70.98000336,0.906293273,0.028837385,0.677172124,0.7936662440000001,0.165199533,0.42458313700000005,1.095714569,1.617307305,1.850586772,0.279489428,0.434343398
DEU,Germany,2012,1375.0,45725.15818,3559590000000.0,230.75062549999998,6.7023620610000005,10.66480923,0.926406622,71.05999756,0.9044404629999999,0.066865228,0.67923671,0.803739309,0.169576168,0.5169281960000001,1.084679604,1.656006575,1.830847383,0.273164511,0.405439347
DEU,Germany,2013,1362.7,46277.16566,3577010000000.0,231.15571260000002,6.965125083999999,10.66696453,0.931420565,71.13999939,0.894312978,0.020103833,0.56579423,0.743487358,0.204995915,0.557760656,1.167083979,1.6397185330000001,1.821391582,0.26150164,0.37683653799999994
DEU,Germany,2014,1366.9,47010.04711,3654920000000.0,232.1080539,6.984214306,10.68190861,0.937558949,71.22000122,0.8986834290000001,0.083833963,0.473952919,0.785408497,0.187844872,0.601368845,1.180758357,1.782412052,1.664546013,0.238329738,0.454417616
DEU,Germany,2016,1362.8,48709.63953,3801860000000.0,235.71292940000004,6.873763084,10.70171165,0.906029284,71.59999847,0.8705150490000001,0.144377634,0.445922136,0.7377459409999999,0.187254936,0.5526135560000001,1.022540092,1.754329681,1.775906086,0.258360088,0.354512513
DEU,Germany,2017,1360.4,49161.09391,3883870000000.0,236.6780026,7.0743246079999995,10.71949959,0.8921660779999999,71.90000153,0.8407278659999999,0.141375408,0.414021194,0.7365657090000001,0.19643481100000001,0.622935653,0.982752085,1.737967253,1.441730261,0.20379757899999998,0.319597334
GRC,Greece,2010,1932.0,31510.05117,299362000000.0,86.27882855,5.839558601,10.2655611,0.8684224490000001,71.5,0.484110981,-0.304612339,0.954113841,0.633947492,0.291516393,0.236502409,0.385255605,0.44335699100000003,2.2792551519999997,0.39031291,0.323342144
GRC,Greece,2011,1949.0,29445.28719,272022000000.0,86.1512723,5.372039795,10.17127228,0.85155499,71.55999756,0.5281259420000001,-0.317883313,0.941152513,0.591371894,0.322790802,0.17515121399999997,0.360879898,0.370681077,2.212227583,0.41180402,0.325478792
GRC,Greece,2012,1966.0,28108.0392,252163000000.0,85.68666408,5.0963540080000005,10.10087299,0.81214112,71.62000275,0.37261042,-0.306134254,0.958908975,0.580687582,0.35150629299999997,0.126218989,0.241770923,0.271006763,2.490795374,0.48874065299999997,0.344145775
GRC,Greece,2013,1970.0,26289.756230000003,243990000000.0,85.06757952,4.720251083,10.07517338,0.686650038,71.68000031,0.42596653100000004,-0.27318894899999996,0.941309869,0.689162374,0.48218315799999995,0.143608585,0.257947892,0.378082395,2.284193993,0.48391366,0.319987625
GRC,Greece,2014,1933.0,26803.24237,245795000000.0,84.50281614,4.75623703,10.08920479,0.832333207,71.73999786,0.369156331,-0.28912001800000003,0.9302138090000001,0.6946759220000001,0.385433316,0.18829274199999999,0.23915565,0.24203392899999998,2.412558317,0.507240951,0.314226389
GRC,Greece,2016,1942.0,26506.09185,244251000000.0,83.5994647,5.302619457,10.09459305,0.802605867,72.0,0.481616855,-0.26143381,0.898470819,0.700504363,0.33620750899999996,0.13248655199999998,0.27343174800000003,0.097654387,2.317297935,0.43701005,0.317848623
GRC,Greece,2017,1956.0,26486.310019999997,247927000000.0,83.42537626,5.14824152,10.10945988,0.7528995279999999,72.19999695,0.43830001399999996,-0.291227311,0.87223947,0.60293901,0.332830757,0.139880896,0.291475028,0.12445531,2.411631107,0.46843782100000003,0.34670594299999996
HUN,Hungary,2010,1777.0,21617.7991,130923000000.0,110.46087479999998,4.725132465,10.01700497,0.895693719,65.59999847,0.513835371,-0.15165179999999998,0.98327601,0.6558164360000001,0.234813049,0.251568109,0.789993286,0.707273602,1.9737563130000002,0.41771450600000004,0.322203815
HUN,Hungary,2011,1769.9,21604.24091,133093000000.0,110.14831550000001,4.917602539,10.03632164,0.893662214,65.76000214,0.631100118,-0.09554869699999999,0.939908028,0.642114282,0.30451956399999996,0.35979417,0.790113568,0.717952192,2.09452486,0.42592397299999996,0.320391357
HUN,Hungary,2012,1750.0,20852.274080000003,130922000000.0,109.5809345,4.683358192,10.02491188,0.906113982,65.91999817,0.56923151,-0.142413616,0.930297315,0.65190798,0.315398008,0.209778264,0.712581217,0.64710778,2.094283819,0.44717565200000003,0.310641199
HUN,Hungary,2013,1744.6,20893.44423,133663000000.0,109.2795979,4.914466858,10.04841042,0.877318323,66.08000183,0.673728287,-0.11943166,0.911533177,0.705703676,0.306724131,0.32789593899999997,0.766919494,0.616362095,2.266593456,0.461208403,0.321232885
HUN,Hungary,2014,1751.7,20707.45771,139309000000.0,108.98561799999999,5.18056345,10.09251308,0.844735265,66.23999786,0.494474709,-0.15642684699999998,0.855361402,0.650690138,0.237619638,0.308385164,0.6115855570000001,0.48798129,1.8822979930000001,0.36333847,0.320106834
HUN,Hungary,2016,1760.0,21077.55692,147526000000.0,108.40630729999998,5.448901652999999,10.15285015,0.899511576,66.80000305,0.55395174,-0.19341144,0.924185812,0.66591078,0.24332577,0.30377233,0.527955234,0.394931078,1.845377684,0.338669658,0.301498115
HUN,Hungary,2017,1741.3,22492.67745,153629000000.0,108.1184801,6.065038681,10.19531918,0.8767475490000001,67.19999695,0.6611659529999999,-0.145813331,0.886361301,0.735184252,0.18092127100000002,0.377770513,0.589618564,0.445649564,1.7924091819999999,0.295531362,0.330753207
ISL,Iceland,2010,1514.0,45951.92989,13683689802.0,3.172478803,8.380820377791194,9.213021430270373,0.9849596737066582,36.67355035974315,0.8895675005494631,0.23929958646281554,0.7704792303617312,0.9017099586789481,0.1578029909255887,0.24498030193970569,1.323056329541359,1.516157975492668,1.520268328295912,0.20567719875093027,0.4165844277220234
ISL,Iceland,2011,1524.0,48156.17722,13941164776.0,3.1821845389999996,7.814237468767826,10.207258763761647,0.9819633277379124,68.64154609738407,0.8970011134634611,0.23948338295328964,0.7646532025708987,0.9007236505529159,0.1575079639390267,0.25058808974731467,1.3338195759155267,1.5314408537291613,1.5458745866934693,0.20616553464213325,0.41011279743288503
ISL,Iceland,2012,1510.0,48049.69794,14121903068.0,3.199162095,7.590660095,10.59492397,0.978965282,72.76000214,0.9046545029999999,0.239700317,0.7585856320000001,0.899718463,0.157153815,0.257335573,1.34399128,1.545394659,1.569349289,0.20674741300000002,0.40288952
ISL,Iceland,2013,1510.0,48858.15059,14705681513.0,3.229566085,7.501394272000001,10.62764359,0.967144907,72.83999634,0.9232077,0.304012835,0.712598741,0.869971037,0.15627557,0.456565946,1.363351345,1.551135063,1.5686975719999998,0.209120795,0.332603514
ISL,Iceland,2014,1503.0,49471.50415,15011601923.0,3.2656957610000004,7.580917964021123,10.275653246800923,0.9869601711191732,73.0,0.9412860753821198,0.30747413231855275,0.6116912397025062,0.8298376022309237,0.18236246253846985,0.44093825632943234,1.3210129400097173,1.6021681582677918,1.7368559098018725,0.22581088610093358,0.4035329313398118
ISL,Iceland,2016,1494.0,58131.149529999995,16835179721.0,3.3460249380000002,7.510034561,10.7283411,0.984940052,73.0,0.9516095520000001,0.278244555,0.719299555,0.873887897,0.158169165,0.36351829799999996,1.358806014,1.532976985,1.5712463859999999,0.20921959,0.340639085
ISL,Iceland,2017,1483.0,64415.10845,17512773948.0,3.4254364089999996,7.476213932,10.74684143,0.966752827,73.0,0.938783288,0.24332368399999998,0.7268453840000001,0.895254552,0.148160011,0.36504194100000004,1.3744952680000002,1.5818408730000002,1.6300908330000001,0.21803695,0.33243790300000003
IRL,Ireland,2010,1702.0,48697.70833,222134000000.0,66.19473073,7.257389545,10.69263554,0.972885907,71.5,0.85602957,0.346274585,0.618024111,0.875982642,0.200655416,0.332579374,1.17229867,1.6066871880000002,1.905356526,0.26254019100000003,0.575250983
IRL,Ireland,2011,1702.0,48764.65687,230400000000.0,66.484018,7.006904125,10.71768761,0.977377594,71.59999847,0.952034354,0.379793316,0.589912653,0.86522454,0.19030945,0.529104173,1.127179742,1.5939091440000002,1.888444901,0.269512028,0.502658725
IRL,Ireland,2012,1707.0,48153.35402,230820000000.0,66.76633764,6.964645386,10.71382141,0.9617859129999999,71.69999695,0.90219456,0.29874143,0.572632253,0.835201979,0.23666156800000002,0.34587270000000003,1.131797075,1.579027534,1.870121717,0.268516421,0.470194757
IRL,Ireland,2013,1720.0,46724.76237,233906000000.0,67.11882712,6.760085106,10.72481155,0.955188334,71.80000305,0.883772016,0.327679008,0.558394194,0.814344585,0.245267823,0.28501555300000003,1.1064054970000001,1.584632158,1.983884215,0.293470293,0.44849968
IRL,Ireland,2014,1731.0,46314.707930000004,254491000000.0,67.61126433,7.018379211,10.7974987,0.9677446479999999,71.90000153,0.921629548,0.259822041,0.406036258,0.7843348379999999,0.22872304899999998,0.459882379,1.185246229,1.6865000719999999,1.672049999,0.238238767,0.49598401799999997
IRL,Ireland,2016,1739.0,47709.02246,334294000000.0,69.0279431,7.04073143,11.05449009,0.9581440090000001,72.09999847,0.874589145,0.168430954,0.398544312,0.8092030290000001,0.211063311,0.574739754,1.069366932,1.5433708430000002,1.8430733680000002,0.26177299,0.36578542
IRL,Ireland,2017,1738.0,47302.779160000006,358436000000.0,69.84062999,7.060155392,11.11744022,0.943481982,72.19999695,0.905341148,0.21075968399999997,0.33708474,0.833388925,0.21278412600000002,0.603799641,1.155644417,1.463197708,1.761334419,0.24947529999999998,0.367454171
ITA,Italy,2010,1777.3,39051.105339999995,2125060000000.0,201.5279017,6.354238033,10.4968462,0.8723841309999999,72.80000305,0.737738907,-0.061857227,0.921075165,0.596380711,0.235879943,0.333916396,0.718360543,0.473874211,1.958520412,0.30822271100000004,0.333891571
ITA,Italy,2011,1773.3,38438.74635,2137310000000.0,201.8747841,6.057086468,10.50087643,0.913309336,72.83999634,0.567738414,-0.020065753000000002,0.9334609509999999,0.6583942770000001,0.265567929,0.25955969100000004,0.70651567,0.43591269899999996,1.630717635,0.26922476300000003,0.32957381
ITA,Italy,2012,1734.2,37279.12066,2077060000000.0,202.41965390000001,5.8393139839999995,10.46958542,0.86948663,72.87999725,0.570094943,0.110555314,0.9083236459999999,0.66976124,0.387652248,0.28069460399999996,0.712513387,0.410039097,2.1909852030000003,0.375212789,0.369049281
ITA,Italy,2013,1719.5,37338.27385,2041170000000.0,204.77985990000002,6.009373665,10.44056034,0.916296065,72.91999817,0.499168754,-0.104565948,0.942639291,0.778827429,0.35661619899999997,0.145972148,0.7248582840000001,0.424433529,1.701400042,0.283124357,0.296771884
ITA,Italy,2014,1717.1,37481.9106,2043490000000.0,206.66736930000002,6.026585102,10.43252182,0.89789933,72.95999908,0.623531222,-0.06720639,0.919959545,0.7160642740000001,0.35601961600000004,0.309035748,0.7287139890000001,0.340944111,2.005415201,0.332761437,0.47224721299999994
